symbol,date,price_mult,source
ANANTRAJ,2007-10-08,0.181818,yfinance
ELECON,2007-10-10,0.333333,heuristic
TV-18,2007-10-17,0.5,heuristic
BLKASHYAP,2007-10-22,0.5,heuristic
OPTOCIRCUI,2007-10-25,0.75,yfinance
JPASSOCIAT,2007-12-17,0.181818,yfinance
JAGRAN,2008-01-09,0.2,yfinance
JINDALSTEL,2008-01-21,0.142857,yfinance
SUZLON,2008-01-21,0.2,yfinance
ROLTA,2008-01-24,0.5,heuristic
ORIENTPPR,2008-02-01,0.1,heuristic
GVKPIL,2008-02-08,0.1,heuristic
PHOENIXLTD,2008-02-13,0.2,yfinance
GBN,2008-02-21,0.2,heuristic
SIEMENS,2008-02-29,0.454545,yfinance
NMDC,2008-04-10,0.1,yfinance
RENUKA,2008-04-10,0.1,yfinance
CONCOR,2008-04-16,0.5,yfinance
CENTURYPLY,2008-04-24,0.1,heuristic
NMDC,2008-05-21,0.363636,yfinance
RPOWER,2008-05-30,0.571429,yfinance
APOLLOSIND,2008-07-11,0.1,heuristic
MOTILALOFS,2008-07-25,0.2,yfinance
HDIL,2008-08-21,0.75,yfinance
SUNDARMFIN,2008-08-22,0.5,yfinance
JMFINANCIL,2008-09-08,0.05,yfinance
