Date,nifty500,nifty50,nifty100,nifty_midcap
2018-06-04,9175.888671875,10628.5,10940.0498046875,18428.099609375
2018-06-05,9110.48828125,10593.150390625,10892.849609375,18194.599609375
2018-06-06,9205.888671875,10684.650390625,10997.2001953125,18452.69921875
2018-06-07,9300.087890625,10768.349609375,11091.9501953125,18734.150390625
2018-06-08,9316.2373046875,10767.650390625,11098.25,18830.599609375
2018-06-11,9332.3876953125,10786.9501953125,11116.2001953125,18825.099609375
2018-06-12,9386.4375,10842.849609375,11176.7001953125,18985.5
2018-06-13,9386.3876953125,10856.7001953125,11185.900390625,18919.44921875
2018-06-14,9356.6376953125,10808.0498046875,11139.9501953125,18934.19921875
2018-06-15,9343.6875,10817.7001953125,11136.2998046875,18812.599609375
2018-06-18,9318.537109375,10799.849609375,11112.900390625,18746.599609375
2018-06-19,9234.48828125,10710.4501953125,11021.9501953125,18518.099609375
2018-06-20,9276.388671875,10772.0498046875,11076.0498046875,18613.30078125
2018-06-21,9240.23828125,10741.099609375,11039.9501953125,18507.19921875
2018-06-22,9296.638671875,10821.849609375,11119.650390625,18595.849609375
2018-06-25,9234.388671875,10762.4501953125,11045.4501953125,18494.80078125
2018-06-26,9231.7880859375,10769.150390625,11054.099609375,18460.099609375
2018-06-27,9129.23828125,10671.400390625,10946.7001953125,18182.75
2018-06-28,9036.9384765625,10589.099609375,10855.0,17844.650390625
2018-06-29,9162.4384765625,10714.2998046875,10993.4501953125,18181.30078125
2018-07-02,9108.98828125,10657.2998046875,10929.849609375,18063.75
2018-07-03,9149.388671875,10699.900390625,10974.2001953125,18229.80078125
2018-07-04,9194.5380859375,10769.900390625,11033.0,18255.80078125
2018-07-05,9166.587890625,10749.75,11008.599609375,18128.099609375
2018-07-06,9194.48828125,10772.650390625,11037.2001953125,18222.05078125
2018-07-09,9277.9384765625,10852.900390625,11119.5498046875,18512.94921875
2018-07-10,9359.3876953125,10947.25,11218.650390625,18646.19921875
2018-07-11,9344.2373046875,10948.2998046875,11206.849609375,18555.05078125
2018-07-12,9380.8876953125,11023.2001953125,11269.7001953125,18473.849609375
2018-07-13,9349.037109375,11018.900390625,11258.7001953125,18263.0
2018-07-16,9231.23828125,10936.849609375,11151.099609375,17794.0
2018-07-17,9315.2373046875,11008.0498046875,11230.7001953125,18209.099609375
2018-07-18,9269.5380859375,10980.4501953125,11189.099609375,18017.94921875
2018-07-19,9236.2880859375,10957.099609375,11160.5,17887.44921875
2018-07-20,9286.087890625,11010.2001953125,11215.7998046875,18055.150390625
2018-07-23,9363.8369140625,11084.75,11306.9501953125,18255.19921875
2018-07-24,9450.6376953125,11134.2998046875,11389.2001953125,18496.69921875
2018-07-25,9449.8876953125,11132.0,11385.5,18505.25
2018-07-26,9487.8876953125,11167.2998046875,11431.150390625,18614.25
2018-07-27,9579.037109375,11278.349609375,11542.349609375,18781.44921875
2018-07-30,9618.6875,11319.5498046875,11594.75,18801.849609375
2018-07-31,9650.5869140625,11356.5,11633.849609375,18876.900390625
2018-08-01,9651.6875,11346.2001953125,11629.650390625,18905.25
2018-08-02,9588.787109375,11244.7001953125,11535.599609375,18926.44921875
2018-08-03,9685.6875,11360.7998046875,11648.849609375,19112.69921875
2018-08-06,9709.3369140625,11387.099609375,11674.25,19199.19921875
2018-08-07,9704.787109375,11389.4501953125,11675.5,19145.55078125
2018-08-08,9744.7373046875,11450.0,11731.75,19142.80078125
2018-08-09,9769.0869140625,11470.7001953125,11756.150390625,19236.69921875
2018-08-10,9724.4375,11429.5,11707.349609375,19135.94921875
2018-08-13,9656.4873046875,11355.75,11624.650390625,19012.400390625
2018-08-14,9726.1376953125,11435.099609375,11703.400390625,19239.19921875
2018-08-16,9685.6376953125,11385.0498046875,11647.75,19221.25
2018-08-17,9770.1875,11470.75,11747.2001953125,19443.0
2018-08-20,9839.7373046875,11551.75,11838.150390625,19598.400390625
2018-08-21,9862.4873046875,11570.900390625,11862.099609375,19634.05078125
2018-08-23,9872.537109375,11582.75,11881.400390625,19599.5
2018-08-24,9850.787109375,11557.099609375,11856.2001953125,19542.05078125
2018-08-27,9958.787109375,11691.9501953125,11989.349609375,19773.849609375
2018-08-28,9985.8876953125,11738.5,12028.2998046875,19718.400390625
2018-08-29,9973.6376953125,11691.900390625,11998.599609375,19826.69921875
2018-08-30,9975.1875,11676.7998046875,11991.150390625,19851.849609375
2018-08-31,9991.9873046875,11680.5,12003.099609375,19920.44921875
2018-09-03,9921.6376953125,11582.349609375,11904.349609375,19866.69921875
2018-09-04,9806.037109375,11520.2998046875,11798.9501953125,19326.900390625
2018-09-05,9764.537109375,11476.9501953125,11751.0498046875,19245.55078125
2018-09-06,9815.4375,11536.900390625,11815.400390625,19327.05078125
2018-09-07,9875.1875,11589.099609375,11879.900390625,19579.25
2018-09-10,9740.0869140625,11438.099609375,11717.9501953125,19241.849609375
2018-09-11,9607.0869140625,11287.5,11555.2001953125,18983.05078125
2018-09-12,9660.5869140625,11369.900390625,11635.2001953125,19046.55078125
2018-09-14,9792.7373046875,11515.2001953125,11791.7001953125,19389.150390625
2018-09-17,9696.4375,11377.75,11656.5,19262.75
2018-09-18,9594.2373046875,11278.900390625,11546.150390625,18992.75
2018-09-19,9545.6875,11234.349609375,11499.849609375,18816.75
2018-09-21,9425.537109375,11143.099609375,11387.5498046875,18347.5
2018-09-24,9243.138671875,10967.400390625,11185.5498046875,17847.900390625
2018-09-25,9303.337890625,11067.4501953125,11287.599609375,17864.5
2018-09-26,9302.23828125,11053.7998046875,11279.5,17920.75
2018-09-27,9202.337890625,10977.5498046875,11186.7001953125,17509.849609375
2018-09-28,9115.98828125,10930.4501953125,11126.400390625,17154.349609375
2018-10-01,9165.48828125,11008.2998046875,11197.0498046875,17285.30078125
2018-10-03,9056.6884765625,10858.25,11045.7998046875,17085.75
2018-10-04,8854.837890625,10599.25,10794.2998046875,16736.5
2018-10-05,8624.9384765625,10316.4501953125,10510.0498046875,16299.75
2018-10-08,8602.587890625,10348.0498046875,10523.7998046875,16055.400390625
2018-10-09,8562.939453125,10301.0498046875,10473.5498046875,16003.75
2018-10-10,8748.48828125,10460.099609375,10657.7998046875,16666.5
2018-10-11,8565.587890625,10234.650390625,10432.0498046875,16277.150390625
2018-10-12,8767.087890625,10472.5,10671.2998046875,16746.0
2018-10-15,8811.98828125,10512.5,10712.599609375,16902.099609375
2018-10-16,8893.7880859375,10584.75,10796.099609375,17163.5
2018-10-17,8758.587890625,10453.0498046875,10648.7001953125,16774.900390625
2018-10-19,8640.638671875,10303.5498046875,10504.0498046875,16514.94921875
2018-10-22,8576.9384765625,10245.25,10445.849609375,16308.150390625
2018-10-23,8489.8896484375,10146.7998046875,10341.5498046875,16167.5
2018-10-24,8555.6396484375,10224.75,10415.400390625,16378.5
2018-10-25,8473.4892578125,10124.900390625,10307.7001953125,16276.0498046875
2018-10-26,8417.2392578125,10030.0,10225.2998046875,16256.599609375
2018-10-29,8610.087890625,10250.849609375,10452.7998046875,16750.05078125
2018-10-30,8600.2880859375,10198.400390625,10413.599609375,16865.80078125
2018-10-31,8753.4384765625,10386.599609375,10604.599609375,17189.150390625
2018-11-01,8772.48828125,10380.4501953125,10607.599609375,17338.94921875
2018-11-02,8899.388671875,10553.0,10782.2998046875,17430.94921875
2018-11-05,8877.888671875,10524.0,10761.0,17363.19921875
2018-11-06,8870.2880859375,10530.0,10758.4501953125,17265.650390625
2018-11-07,8929.837890625,10598.400390625,10827.650390625,17397.900390625
2018-11-09,8946.337890625,10585.2001953125,10823.2998046875,17605.5
2018-11-12,8859.23828125,10482.2001953125,10715.0498046875,17439.25
2018-11-13,8923.5380859375,10582.5,10807.2998046875,17489.599609375
2018-11-14,8921.4384765625,10576.2998046875,10803.150390625,17483.900390625
2018-11-15,8954.638671875,10616.7001953125,10844.599609375,17568.650390625
2018-11-16,8993.23828125,10682.2001953125,10908.2001953125,17507.849609375
2018-11-19,9052.73828125,10763.400390625,10988.150390625,17591.94921875
2018-11-20,8960.138671875,10656.2001953125,10875.0,17419.900390625
2018-11-21,8940.2880859375,10600.0498046875,10836.2998046875,17507.150390625
2018-11-22,8878.98828125,10526.75,10761.400390625,17347.19921875
2018-11-26,8942.98828125,10628.599609375,10856.849609375,17380.94921875
2018-11-27,8983.888671875,10685.599609375,10905.849609375,17469.400390625
2018-11-28,8993.23828125,10728.849609375,10940.25,17305.19921875
2018-11-29,9081.837890625,10858.7001953125,11065.900390625,17394.19921875
2018-11-30,9109.138671875,10876.75,11092.25,17503.599609375
2018-12-03,9126.888671875,10883.75,11103.2001953125,17629.94921875
2018-12-04,9116.4384765625,10869.5,11086.400390625,17588.55078125
2018-12-05,9029.4384765625,10782.900390625,10989.150390625,17331.19921875
2018-12-06,8883.23828125,10601.150390625,10805.849609375,17050.400390625
2018-12-07,8940.638671875,10693.7001953125,10894.099609375,17054.5
2018-12-10,8769.587890625,10488.4501953125,10686.25,16693.69921875
2018-12-11,8845.138671875,10549.150390625,10761.75,16972.05078125
2018-12-12,9021.587890625,10737.599609375,10960.4501953125,17419.80078125
2018-12-13,9077.2880859375,10791.5498046875,11023.0498046875,17539.55078125
2018-12-14,9091.2880859375,10805.4501953125,11040.2998046875,17591.599609375
2018-12-17,9153.9384765625,10888.349609375,11125.75,17672.30078125
2018-12-18,9177.337890625,10908.7001953125,11150.900390625,17738.5
2018-12-19,9246.7880859375,10967.2998046875,11223.400390625,17968.19921875
2018-12-20,9234.4384765625,10951.7001953125,11201.349609375,17989.150390625
2018-12-21,9082.5380859375,10754.0,11005.849609375,17704.80078125
2018-12-24,9002.4384765625,10663.5,10904.7001953125,17587.650390625
2018-12-26,9041.6884765625,10729.849609375,10968.849609375,17572.599609375
2018-12-27,9078.7880859375,10779.7998046875,11015.7998046875,17631.05078125
2018-12-28,9152.5380859375,10859.900390625,11101.650390625,17792.849609375
2018-12-31,9169.98828125,10862.5498046875,11110.150390625,17875.5
2019-01-01,9197.888671875,,11148.7998046875,17893.5
2019-01-02,9103.388671875,10792.5,11032.0,17676.849609375
2019-01-03,9014.7880859375,10672.25,10914.7998046875,17530.25
2019-01-04,9054.888671875,10727.349609375,10966.150390625,17636.599609375
2019-01-07,9081.138671875,10771.7998046875,11005.099609375,17658.150390625
2019-01-08,9098.638671875,10802.150390625,11031.2998046875,17634.400390625
2019-01-09,9127.4384765625,10855.150390625,11078.0,17621.30078125
2019-01-10,9119.388671875,10821.599609375,11054.4501953125,17691.150390625
2019-01-11,9098.1884765625,10794.9501953125,11025.849609375,17655.650390625
2019-01-14,9051.4384765625,10737.599609375,10965.0498046875,17587.5
2019-01-15,9157.138671875,10886.7998046875,11107.75,17705.05078125
2019-01-16,9158.73828125,10890.2998046875,11111.650390625,17685.849609375
2019-01-17,9161.587890625,10905.2001953125,11123.900390625,17635.849609375
2019-01-18,9140.087890625,10906.9501953125,11109.5,17517.19921875
2019-01-21,9155.2880859375,10961.849609375,11153.349609375,17378.19921875
2019-01-22,9131.138671875,10922.75,11124.349609375,17359.150390625
2019-01-23,9068.837890625,10831.5,11034.7998046875,17340.0
2019-01-24,9072.1884765625,10849.7998046875,11049.0498046875,17281.150390625
2019-01-25,8994.337890625,10780.5498046875,10968.2998046875,17012.5
2019-01-28,8876.587890625,10661.5498046875,10836.650390625,16655.650390625
2019-01-29,8875.638671875,10652.2001953125,10829.9501953125,16706.55078125
2019-01-30,8884.888671875,10651.7998046875,10829.5,16792.30078125
2019-01-31,9003.837890625,10830.9501953125,10996.7998046875,16904.75
2019-02-01,9056.2880859375,10893.650390625,11066.7001953125,16990.25
2019-02-04,9041.98828125,10912.25,11070.4501953125,16840.0
2019-02-05,9033.587890625,10934.349609375,11079.650390625,16710.0
2019-02-06,9118.6884765625,11062.4501953125,11206.0,16720.80078125
2019-02-07,9145.7880859375,11069.400390625,11229.0498046875,16845.0
2019-02-08,9036.888671875,10943.599609375,11094.099609375,16597.19921875
2019-02-11,8967.138671875,10888.7998046875,11030.0,16319.599609375
2019-02-12,8925.2880859375,10831.400390625,10971.400390625,16328.150390625
2019-02-14,8869.2880859375,10746.0498046875,10888.400390625,16372.25
2019-02-15,8827.0380859375,10724.400390625,10845.849609375,16214.650390625
2019-02-18,8754.337890625,10640.9501953125,10761.2001953125,16063.349609375
2019-02-19,8742.2880859375,10604.349609375,10731.099609375,16132.75
2019-02-20,8845.587890625,10735.4501953125,10865.099609375,16299.650390625
2019-02-21,8901.6884765625,10789.849609375,10925.0498046875,16476.30078125
2019-02-22,8919.73828125,10791.650390625,10937.349609375,16543.150390625
2019-02-25,8983.837890625,10880.099609375,11021.75,16601.900390625
2019-02-26,8953.138671875,10835.2998046875,10981.5498046875,16578.5
2019-02-27,8946.1884765625,10806.650390625,10961.7998046875,16645.400390625
2019-02-28,8955.9384765625,10792.5,10959.900390625,16721.099609375
2019-03-01,9037.48828125,10863.5,11040.5498046875,16962.44921875
2019-03-05,9173.587890625,10987.4501953125,11177.2001953125,17363.650390625
2019-03-06,9230.4384765625,11053.0,11246.2001953125,17463.900390625
2019-03-07,9225.337890625,11058.2001953125,11244.0498046875,17411.75
2019-03-08,9211.0380859375,11035.400390625,11225.0,17379.150390625
2019-03-11,9345.5869140625,11168.0498046875,11375.7001953125,17750.44921875
2019-03-12,9440.8369140625,11301.2001953125,11499.9501953125,17831.94921875
2019-03-13,9450.2373046875,11341.7001953125,11527.2001953125,17733.44921875
2019-03-14,9447.1875,11343.25,11522.900390625,17748.5
2019-03-15,9499.3876953125,11426.849609375,11595.0498046875,17863.25
2019-03-18,9516.6875,11462.2001953125,11629.75,17814.400390625
2019-03-19,9570.1376953125,11532.400390625,11696.5,17936.94921875
2019-03-20,9552.9873046875,11521.0498046875,11681.2998046875,17847.0
2019-03-22,9500.037109375,11456.900390625,11613.5498046875,17741.150390625
2019-03-25,9411.6376953125,11354.25,11504.75,17606.150390625
2019-03-26,9512.5869140625,11483.25,11632.650390625,17806.25
2019-03-27,9501.787109375,11445.0498046875,11595.650390625,17898.5
2019-03-28,9601.9375,11570.0,11719.349609375,18083.44921875
2019-04-01,9701.9873046875,11669.150390625,11832.650390625,18333.05078125
2019-04-02,9720.787109375,11713.2001953125,11861.400390625,18338.900390625
2019-04-03,9658.3876953125,11643.9501953125,11794.599609375,18136.19921875
2019-04-04,9626.6376953125,11598.0,11753.5,18098.75
2019-04-05,9684.9375,11665.9501953125,11820.099609375,18246.349609375
2019-04-08,9634.3876953125,11604.5,11760.099609375,18101.75
2019-04-09,9677.7373046875,11671.9501953125,11825.650390625,18127.05078125
2019-04-10,9622.9375,11584.2998046875,11743.900390625,18075.650390625
2019-04-11,9634.537109375,11596.7001953125,11760.0,18091.94921875
2019-04-12,9674.5869140625,11643.4501953125,11807.849609375,18167.900390625
2019-04-15,9716.4873046875,11690.349609375,11856.4501953125,18253.5
2019-04-16,9781.3876953125,11787.150390625,11950.0498046875,18248.44921875
2019-04-18,9738.6875,11752.7998046875,11913.349609375,18077.849609375
2019-04-22,9599.787109375,11594.4501953125,11745.900390625,17761.25
2019-04-23,9587.287109375,11575.9501953125,11727.650390625,17779.05078125
2019-04-24,9687.537109375,11726.150390625,11869.5498046875,17844.44921875
2019-04-25,9628.787109375,11641.7998046875,11787.400390625,17774.80078125
2019-04-26,9689.6875,11754.650390625,11886.7001953125,17727.94921875
2019-04-30,9664.287109375,11748.150390625,11874.25,17566.400390625
2019-05-02,9637.4873046875,11724.75,11845.599609375,17460.5
2019-05-03,9624.537109375,11712.25,11828.0498046875,17465.0
2019-05-06,9532.4375,11598.25,11708.849609375,17335.75
2019-05-07,9450.787109375,11497.900390625,11610.099609375,17133.80078125
2019-05-08,9340.2373046875,11359.4501953125,11470.7998046875,16965.19921875
2019-05-09,9299.73828125,11301.7998046875,11415.900390625,16950.599609375
2019-05-10,9290.1884765625,11278.900390625,11391.849609375,17029.44921875
2019-05-13,9159.9384765625,11148.2001953125,11249.849609375,16656.599609375
2019-05-14,9212.337890625,11222.0498046875,11318.0,16737.25
2019-05-15,9160.087890625,11157.0,11253.849609375,16624.099609375
2019-05-16,9221.638671875,11257.099609375,11341.599609375,16673.44921875
2019-05-17,9329.6875,11407.150390625,11485.849609375,16875.400390625
2019-05-20,9671.8876953125,11828.25,11903.9501953125,17561.94921875
2019-05-21,9578.8369140625,11709.099609375,11786.2998046875,17360.94921875
2019-05-22,9598.1875,11737.900390625,11811.2998046875,17348.150390625
2019-05-23,9552.7373046875,11657.0498046875,11745.5,17318.099609375
2019-05-24,9722.037109375,11844.099609375,11944.650390625,17699.80078125
2019-05-27,9804.8876953125,11924.75,12023.75,17995.75
2019-05-28,9815.4873046875,11928.75,12033.099609375,17993.94921875
2019-05-29,9757.1376953125,11861.099609375,11962.349609375,17856.25
2019-05-30,9815.287109375,11945.900390625,12038.2001953125,17997.25
2019-05-31,9805.037109375,11922.7998046875,12028.25,17959.05078125
2019-06-03,9922.5869140625,12088.5498046875,12190.849609375,18132.349609375
2019-06-04,9876.1875,12021.650390625,12122.599609375,18118.75
2019-06-06,9722.4873046875,11843.75,11932.9501953125,17819.400390625
2019-06-07,9735.8369140625,11870.650390625,11957.0498046875,17781.849609375
2019-06-10,9765.8369140625,11922.7001953125,12006.849609375,17791.30078125
2019-06-11,9805.0869140625,11965.599609375,12053.599609375,17912.0
2019-06-12,9749.9375,11906.2001953125,11989.2001953125,17770.19921875
2019-06-13,9747.037109375,11914.0498046875,11995.2001953125,17727.19921875
2019-06-14,9669.9375,11823.2998046875,11899.349609375,17564.55078125
2019-06-17,9543.5869140625,11672.150390625,11743.0,17358.94921875
2019-06-18,9551.3369140625,11691.5,11761.650390625,17331.400390625
2019-06-19,9526.1875,11691.4501953125,11753.0498046875,17145.099609375
2019-06-20,9645.9873046875,11831.75,11901.150390625,17427.099609375
2019-06-21,9581.5869140625,11724.099609375,11802.4501953125,17412.44921875
2019-06-24,9564.0869140625,11699.650390625,11782.9501953125,17353.0
2019-06-25,9632.8369140625,11796.4501953125,11871.900390625,17473.44921875
2019-06-26,9682.787109375,11847.5498046875,11928.849609375,17644.150390625
2019-06-27,9692.3369140625,11841.5498046875,11931.349609375,17717.55078125
2019-06-28,9657.9375,11788.849609375,11882.099609375,17654.099609375
2019-07-01,9712.9873046875,11865.599609375,11957.5,17684.349609375
2019-07-02,9744.8369140625,11910.2998046875,12001.599609375,17750.30078125
2019-07-03,9757.287109375,11916.75,12015.2001953125,17820.05078125
2019-07-04,9776.787109375,11946.75,12044.7998046875,17814.099609375
2019-07-05,9657.6376953125,11811.150390625,11904.0498046875,17529.69921875
2019-07-08,9447.787109375,11558.599609375,11650.349609375,17056.25
2019-07-09,9455.6376953125,11555.900390625,11655.849609375,17118.099609375
2019-07-10,9400.0869140625,11498.900390625,11593.7998046875,16942.650390625
2019-07-11,9466.3876953125,11582.900390625,11678.599609375,17067.05078125
2019-07-12,9457.7373046875,11552.5,11654.849609375,17146.25
2019-07-15,9469.1376953125,11588.349609375,11692.650390625,17008.44921875
2019-07-16,9529.8369140625,11662.599609375,11773.150390625,17136.650390625
2019-07-17,9543.3369140625,11687.5,11798.4501953125,17080.099609375
2019-07-18,9456.1376953125,11596.900390625,11701.400390625,16791.0
2019-07-19,9304.638671875,11419.25,11519.25,16430.099609375
2019-07-22,9247.73828125,11346.2001953125,11456.25,16337.099609375
2019-07-23,9233.5380859375,11331.0498046875,11436.5498046875,16243.7001953125
2019-07-24,9160.4384765625,11271.2998046875,11360.150390625,16002.599609375
2019-07-25,9159.138671875,11252.150390625,11352.349609375,16066.150390625
2019-07-26,9192.587890625,11284.2998046875,11394.7001953125,16165.349609375
2019-07-29,9108.888671875,11189.2001953125,11290.900390625,16012.0498046875
2019-07-30,9004.0380859375,11085.400390625,11179.5498046875,15704.7001953125
2019-07-31,9044.9384765625,11118.0,11221.2001953125,15921.2001953125
2019-08-01,8935.73828125,10980.0,11080.900390625,15754.5
2019-08-02,8943.9384765625,10997.349609375,11100.4501953125,15709.25
2019-08-05,8831.9384765625,10862.599609375,10970.0498046875,15489.0498046875
2019-08-06,8918.587890625,10948.25,11058.900390625,15803.75
2019-08-07,8854.638671875,10855.5,10970.5498046875,15685.2001953125
2019-08-08,8979.638671875,11032.4501953125,11144.150390625,15795.25
2019-08-09,9046.5380859375,11109.650390625,11222.2001953125,15947.2998046875
2019-08-13,8890.087890625,10925.849609375,11027.400390625,15601.75
2019-08-14,8971.087890625,11029.400390625,11133.75,15765.7001953125
2019-08-16,8988.7880859375,11047.7998046875,11154.5498046875,15817.4501953125
2019-08-19,8997.9384765625,11053.900390625,11158.9501953125,15863.7001953125
2019-08-20,8957.388671875,11017.0,11115.599609375,15728.25
2019-08-21,8864.48828125,10918.7001953125,11012.0,15481.900390625
2019-08-22,8719.23828125,10741.349609375,10836.849609375,15174.7001953125
2019-08-23,8790.5380859375,10829.349609375,10925.900390625,15354.2998046875
2019-08-26,8964.6884765625,11057.849609375,11152.650390625,15596.849609375
2019-08-27,9022.23828125,11105.349609375,11213.7001953125,15712.7998046875
2019-08-28,8970.888671875,11046.099609375,11154.5498046875,15560.7001953125
2019-08-29,8906.087890625,10948.2998046875,11069.2998046875,15504.9501953125
2019-08-30,8977.5380859375,11023.25,11155.099609375,15652.2001953125
2019-09-03,8802.337890625,10797.900390625,10925.2001953125,15375.2001953125
2019-09-04,8833.087890625,10844.650390625,10964.2998046875,15450.7001953125
2019-09-05,8846.2880859375,10847.900390625,10975.0,15497.2001953125
2019-09-06,8920.388671875,10946.2001953125,11068.150390625,15606.9501953125
2019-09-09,8972.388671875,11003.0498046875,11122.9501953125,15799.4501953125
2019-09-11,9015.138671875,11035.7001953125,11161.650390625,15940.349609375
2019-09-12,8981.587890625,10982.7998046875,11113.5,15883.0498046875
2019-09-13,9050.837890625,11075.900390625,11205.099609375,15967.400390625
2019-09-16,9009.138671875,11003.5,11139.849609375,15943.400390625
2019-09-17,8853.888671875,10817.599609375,10951.5498046875,15630.150390625
2019-09-18,8877.6884765625,10840.650390625,10980.7998046875,15680.7998046875
2019-09-19,8766.4384765625,10704.7998046875,10848.849609375,15429.150390625
2019-09-20,9230.48828125,11274.2001953125,11432.0,16333.400390625
2019-09-23,9486.5869140625,11600.2001953125,11746.25,16745.0
2019-09-24,9474.7373046875,11588.2001953125,11737.4501953125,16634.30078125
2019-09-25,9344.1376953125,11440.2001953125,11581.599609375,16318.75
2019-09-26,9443.787109375,11571.2001953125,11714.849609375,16450.400390625
2019-09-27,9395.5869140625,11512.400390625,11663.5,16271.5498046875
2019-09-30,9340.8876953125,11474.4501953125,11613.2998046875,16026.0
2019-10-01,9236.388671875,11359.900390625,11497.5,15725.349609375
2019-10-03,9198.388671875,11314.0,11444.7998046875,15715.2998046875
2019-10-04,9091.638671875,11174.75,11303.400390625,15573.7001953125
2019-10-07,9040.638671875,11126.400390625,11239.0498046875,15524.349609375
2019-10-09,9177.9384765625,11313.2998046875,11423.650390625,15722.5498046875
2019-10-10,9112.73828125,11234.5498046875,11345.0,15540.400390625
2019-10-11,9161.388671875,11305.0498046875,11412.9501953125,15558.849609375
2019-10-14,9192.638671875,11341.150390625,11455.7001953125,15593.2998046875
2019-10-15,9253.837890625,11428.2998046875,11544.4501953125,15629.150390625
2019-10-16,9281.837890625,11464.0,11588.650390625,15605.349609375
2019-10-17,9390.9873046875,11586.349609375,11718.349609375,15886.849609375
2019-10-18,9479.1875,11661.849609375,11806.2001953125,16213.5498046875
2019-10-22,9448.2373046875,11588.349609375,11749.900390625,16226.5498046875
2019-10-23,9458.6376953125,11604.099609375,11762.4501953125,16247.7001953125
2019-10-24,9437.6376953125,11582.599609375,11738.25,16195.2998046875
2019-10-25,9431.0869140625,11583.900390625,11734.349609375,16166.7001953125
2019-10-29,9598.3369140625,11786.849609375,11942.0498046875,16478.400390625
2019-10-30,9647.537109375,11844.099609375,12002.9501953125,16583.44921875
2019-10-31,9689.6376953125,11877.4501953125,12037.25,16818.900390625
2019-11-01,9703.9873046875,11890.599609375,12047.7998046875,16880.75
2019-11-04,9732.3876953125,11941.2998046875,12089.150390625,16864.349609375
2019-11-05,9694.037109375,11917.2001953125,12056.150390625,16681.650390625
2019-11-06,9721.3369140625,11966.0498046875,12104.2001953125,16681.599609375
2019-11-07,9764.287109375,12012.0498046875,12152.9501953125,16796.0
2019-11-08,9683.287109375,11908.150390625,12044.849609375,16713.349609375
2019-11-11,9695.8369140625,11913.4501953125,12053.2998046875,16812.099609375
2019-11-13,9633.9375,11840.4501953125,11980.650390625,16698.599609375
2019-11-14,9650.3876953125,11872.099609375,12001.099609375,16751.19921875
2019-11-15,9667.287109375,11895.4501953125,12022.7998046875,16803.849609375
2019-11-18,9668.5869140625,11884.5,12010.900390625,16931.44921875
2019-11-19,9702.1376953125,11940.099609375,12054.7001953125,16967.5
2019-11-20,9744.8876953125,11999.099609375,12116.2001953125,16994.099609375
2019-11-21,9712.3369140625,11968.400390625,12082.7001953125,16862.349609375
2019-11-22,9679.287109375,11914.400390625,12031.2001953125,16867.650390625
2019-11-25,9802.037109375,12073.75,12192.650390625,17061.0
2019-11-26,9762.8369140625,12037.7001953125,12150.7001953125,16915.19921875
2019-11-27,9815.9375,12100.7001953125,12217.5,17042.94921875
2019-11-28,9869.7373046875,12151.150390625,12278.4501953125,17211.75
2019-11-29,9813.6376953125,12056.0498046875,12182.599609375,17222.150390625
2019-12-02,9797.9873046875,12048.2001953125,12175.150390625,17103.44921875
2019-12-03,9743.1376953125,11994.2001953125,12115.7998046875,16917.849609375
2019-12-04,9782.0869140625,12043.2001953125,12160.849609375,17010.650390625
2019-12-05,9757.5869140625,12018.400390625,12126.5,16980.400390625
2019-12-06,9669.3876953125,11921.5,12024.9501953125,16732.0
2019-12-09,9671.4375,11937.5,12033.2998046875,16727.30078125
2019-12-10,9595.3876953125,11856.7998046875,11945.7998046875,16512.69921875
2019-12-11,9636.2373046875,11910.150390625,11999.9501953125,16635.80078125
2019-12-12,9691.1376953125,11971.7998046875,12065.849609375,16771.5
2019-12-13,9783.5869140625,12086.7001953125,12182.7001953125,16932.400390625
2019-12-16,9752.9873046875,12053.9501953125,12144.849609375,16842.099609375
2019-12-17,9831.3369140625,12165.0,12248.9501953125,16938.94921875
2019-12-18,9864.537109375,12221.650390625,12304.25,16892.75
2019-12-19,9892.287109375,12259.7001953125,12343.849609375,16905.30078125
2019-12-20,9905.3369140625,12271.7998046875,12363.400390625,16906.44921875
2019-12-23,9897.6376953125,12262.75,12354.9501953125,16877.44921875
2019-12-24,9868.3876953125,12214.5498046875,12312.099609375,16852.05078125
2019-12-26,9817.1875,12126.5498046875,12229.150390625,16863.55078125
2019-12-27,9908.6875,12245.7998046875,12344.599609375,17006.30078125
2019-12-30,9924.6875,12255.849609375,12354.25,17078.80078125
2019-12-31,9872.537109375,12168.4501953125,12267.75,17102.5
2020-01-01,9888.537109375,12182.5,12279.0498046875,
2020-01-02,9979.9873046875,12282.2001953125,12380.5,17391.150390625
2020-01-03,9941.6376953125,12226.650390625,12328.599609375,17291.849609375
2020-01-06,9747.3876953125,11993.0498046875,12090.599609375,16904.5
2020-01-07,9805.3876953125,12052.9501953125,12154.9501953125,17021.55078125
2020-01-08,9792.1875,12025.349609375,12131.4501953125,17074.30078125
2020-01-09,9943.8876953125,12215.900390625,12319.7001953125,17319.650390625
2020-01-10,9977.9873046875,12256.7998046875,12359.7001953125,17386.349609375
2020-01-13,10042.4873046875,12329.5498046875,12436.4501953125,17527.5
2020-01-14,10075.8359375,12362.2998046875,12468.5498046875,17651.650390625
2020-01-15,10087.0361328125,12343.2998046875,12458.849609375,17836.099609375
2020-01-16,10110.0361328125,12355.5,12470.599609375,17985.099609375
2020-01-17,10118.6865234375,12352.349609375,12471.150390625,18073.900390625
