Date,AAPL,ABBV,ABNB,ABT,ACN,ADBE,AEP,AMAT,AMD,AMGN,AMT,AMZN,APD,AVGO,AXP,BA,BAC,BKNG,BLK,BRK-B,BSX,C,CAT,CCI,CCL,CI,CL,CMCSA,CME,COP,COST,CRM,CSCO,CVS,CVX,D,DE,DHR,DIS,DLR,DUK,EA,ECL,ELV,EMR,EOG,EQIX,ETN,EXC,F,FCX,FDX,GE,GILD,GIS,GM,GOOGL,GS,HAL,HD,HON,IBM,ICE,INTC,ISRG,JNJ,JPM,KLAC,KO,LIN,LLY,LMT,LOW,LRCX,MA,MCD,MCHP,MDLZ,META,MLM,MMM,MO,MPC,MRK,MS,MSFT,MU,NEE,NEM,NFLX,NKE,NOC,NOW,NUE,NVDA,O,ORCL,OXY,PEP,PFE,PG,PH,PLD,PM,PSX,QCOM,RCL,REGN,ROK,RTX,SBUX,SCHW,SHW,SLB,SO,SPG,SPGI,SYK,T,TJX,TMO,TMUS,TSLA,TTWO,TXN,UNH,UPS,V,VLO,VMC,VRTX,VZ,WELL,WFC,WMT,XEL,XOM,ZTS
2022-04-12,79265200,8279700,4113000.0,4432300,1835000,2199000,2493900,9883800,89246400,2261100,1518100,55178000,1417700,17350000,4348900,6125100,42855300,6960000,955300,3548800,4156100,18755500,2508200,1240800,23404200,1102500,6488300,14833541,1467800,7412100,2142000,4832200,25254200,4127900,9528400,2843000,1119700,2946449,7885600,1419200,2509800,2581800,978800,897700,2193300,2993900,275900,1766200,7535500,49138700,11646600,2031800,7240254,7750400,3677300,17212800,32710000,2365200,10348800,4122600,3287827,2691000,2955100,29861400,1138800,5957500,12989900,1164300,18089900,1827900,2688100,1502300,4354700,16778000,4038500,2724900,3281600,7379200,20128800,285100,3125028,8068000,4236100,12543000,8057300,30966700,18658500,8714800,4882500,38243000,5146800,632600,8622000,2490200,662258000,2302300,6174700,26820900,3924300,22810700,7221500,428700,3062200,5320100,2943900,10591300,1934700,488800,455800,4839200,8472500,7596900,857600,8112800,6069500,1460000,2226200,945900,104795900,5873900,1411200,5008000,65976000,1726500,4550800,3575700,3428800,7446600,4189900,378300,1621800,21136400,2048500,25791900,26761200,2872300,22444200,1746500
2022-04-13,70618900,18312600,7211900.0,4407900,2081400,3078900,1737400,9351400,77728400,2402800,1317800,53390000,729300,20266000,2980600,7399900,45484200,8210000,908700,3434200,4151800,21194200,1898900,1097500,35391100,1500600,4481200,15439277,1085100,7365100,2211800,8733000,17004600,3768300,7330700,2562900,1153200,3139337,7694500,1195900,2092300,1532600,909600,1062200,2020200,4314900,263000,1530600,7015500,51871800,11976500,1365500,6362268,6879600,3104600,10897600,27928000,3022900,7568200,3185300,2537169,3064900,2049400,22171300,1133500,5643100,30838000,1137800,11883000,1208900,2528700,1212400,2803400,11396000,3048500,2133800,3770800,5873500,19231800,481500,2382552,8709600,3342100,12743800,8760300,21907200,18892000,7858500,6379600,32310000,5119300,563000,6946500,2777200,516943000,2546700,4728600,21358400,4394000,15777800,5247700,490900,2556500,6708300,2659600,10440800,2497400,526200,460600,5351900,8604400,9598100,1282300,8596100,4667200,1661400,2458200,864900,64100500,6107600,1286300,6828500,55121100,1541800,5229100,3012000,2296000,8052900,3899900,517500,1685900,19798000,1647900,20645300,29284500,2274800,19306800,1517800
2022-04-14,75329400,11074800,5125100.0,3140000,2964800,2597000,2188300,7711200,73354400,2861800,2312200,51598000,1208200,27385000,2667100,5144600,79032000,10055000,1103900,3283500,5172300,34043100,5337900,1099700,25316700,1381000,7663700,17648287,834100,6337800,2206200,5126700,18024800,5134800,9421100,3310100,1522700,3490934,7283500,1366300,2719300,2036400,1102600,1571800,5320000,3332000,274400,1833000,6493600,39312900,12110200,1922300,6146543,9750000,6956500,13315700,31598000,5460900,7579000,4569200,4536624,6384200,4302000,36181800,1582500,6188200,18835200,1486300,16388400,1785300,1898100,1965200,4001400,13648000,3358900,2105900,4127300,6651300,18379500,263300,2787996,12214100,4080500,22096100,16348400,28221600,18543500,7164100,5672400,43438000,12811300,1120300,6044000,2497600,569097000,2625300,5590400,18789400,4834300,17240100,7806500,509300,2434100,4370000,3014900,8002600,2276800,795700,509800,4027400,9567200,11563000,1246800,10714500,5925800,1788800,2404900,913000,52731100,6511000,1225600,3921300,58422300,1357700,4578500,4211300,2624300,8191600,3794100,536500,2520600,16915100,1697800,65583200,22360500,2007100,24566400,1819400
2022-04-18,69023900,6500200,3339900.0,4115900,2479300,2594700,1818200,6822700,80605800,3615500,1072500,46514000,1583400,21375000,2182700,5042600,80080300,8235000,834100,2517100,4082700,28396300,3644000,1120100,18700700,1157000,5230900,15833640,773400,4867000,2161900,4899500,13990700,3003400,7639000,2758500,1525700,2189561,10571000,1024000,1962500,1536600,942700,740900,2051900,4338100,264500,1561100,5408000,40205800,14267000,1510100,6291965,5981200,2860700,11798000,20808000,3653400,13188000,3192400,2077438,4884200,2046900,25593100,1127100,6318700,11834400,984600,11679400,915800,1581400,1638900,3800400,16631000,1871400,1426600,6758400,5777600,16580800,270000,2123857,5754300,5281300,7995100,7897500,20778000,17476700,6279100,5513800,51050000,5298200,569300,6549500,2680000,525701000,2544600,4955900,30802500,3086000,17065000,6034500,468700,2502200,7424800,3679600,8785700,1514000,313300,422300,3873300,7797300,24023500,1389300,11127900,3716600,1206700,1212500,590800,54812700,4521800,1161100,2604100,51715200,1478400,3564000,2087100,2552600,4744400,4813300,441400,1326000,14394300,2233400,26120900,14671800,2180900,19032300,1857000
2022-04-19,67723800,9359900,2857100.0,5120900,1758200,1962700,1892100,6086600,77069500,2355100,1308500,54926000,1157400,16581000,2713800,7485600,53714200,8492500,998200,3392000,9196700,19996800,2689400,1361800,28760200,1501700,4644600,22874880,1356600,5331700,2327800,6120400,15490900,3615300,6970200,2644900,1207800,4022222,12767200,1476000,2018100,1547300,1663400,1157300,2314800,4861600,464000,1826700,4314200,55398300,10278500,1761400,7394824,6178900,3297400,13852800,26490000,2774800,16778100,3389700,3544483,7971400,4039900,31483100,2660000,14380800,15015400,1319700,11993800,1944600,2021700,2044000,3392900,12144000,2999300,2324500,3976000,7233700,20089900,296200,2746016,7072400,3868900,8494700,12637700,22297700,15139000,8104800,6192800,209069000,7346100,542500,7547500,2906700,512781000,3406000,5412400,19514600,3642000,33441500,7897000,549000,3839500,6603900,5120900,7213800,2438000,468000,529300,4572800,8622100,15361200,1275500,10033700,3759200,1470700,1869600,2345400,57496000,9021100,1139000,3707000,49847700,2485900,4671900,2207600,2448800,5028800,5141800,633900,1354100,12890000,1575900,19753300,15855000,3252700,20382600,1615300
2022-04-20,67929800,6250000,3997900.0,8334200,2273600,2094400,2335100,8856100,62489000,1888100,1807500,59630000,1414100,13920000,2256200,6824300,47064300,6637500,928200,3711200,14255700,20532800,2907700,1440700,21267000,1463000,8789900,24066932,1591800,6059200,1793300,6015400,19526200,5629800,7495000,2893400,1718200,4278842,36465700,1453100,2152900,1571600,1165600,1590900,2055400,3273900,466700,1834600,6193300,47351500,13101800,1824900,6424385,7638800,2944800,12989800,31696000,3040100,19888400,4720800,2782897,17859200,2579100,22787100,2161000,8044900,13430200,1295200,14827100,1957100,2608600,1636200,3906100,20233000,3377300,2278700,3761400,8234600,43036500,304000,2367960,6989300,4809000,8719400,11828400,22906700,19042600,8457000,6728400,1333875000,5309700,603500,5947000,3599700,468974000,2807700,9472600,20837800,4197600,24751800,10196100,623100,4116400,5796800,2816600,7731600,1867700,413700,607500,4232200,8368800,8671300,1705500,11945100,4583000,1645700,1768600,1459500,48751400,7942800,1598100,4407200,70711200,1339700,4553700,2986300,2526000,7178300,3289700,662300,1115800,19563400,2441800,25893000,19821600,3317700,20689400,2085000
2022-04-21,87227800,7903300,4714600.0,7321100,1910200,2390100,3004600,7849400,76680600,2117300,1712400,63970000,1267000,20352000,3973200,7446100,46245900,9745000,804900,4032100,8062400,15952900,3571400,1308400,37800100,1132000,4661100,23844569,1633500,6290600,2027900,9119500,17147300,3386100,14594800,3583700,1641300,3928824,18688600,1601700,1865900,2442400,1522900,932000,2217600,3403200,350800,2293900,5337300,49898500,31430900,2099500,7225326,6673900,2728600,12544000,36446000,3097800,14413400,3014200,2565710,9922300,2882400,27316900,2496800,6969200,12174200,1340600,15120400,1475000,2716800,1937600,3797600,22794000,3605300,2476900,3910500,6418800,49954100,256200,2795291,8659800,5588200,8562400,9563900,29454600,17645300,17712800,15828400,535016000,6562400,947900,7071500,7848700,656209000,2734200,5616100,32050400,3701300,19105600,9365700,619000,2620300,5835500,4574000,8576500,4374100,535200,615000,5795300,8152500,18283400,1408400,18181500,4898800,1499600,1537900,1354300,81259800,7815200,1231900,3580700,105416400,1608400,4735000,2539900,2618200,8850300,3977500,698800,1118600,32821100,2477900,19027600,18168300,3248700,29010900,2179900
2022-04-22,84882400,7938300,3863400.0,6710100,1906800,3198800,2426500,8489400,75017700,2617800,1664500,73078000,1203800,21064000,4373700,6372400,50409800,7545000,797000,4966500,11485500,23073900,5053700,1840700,25671500,1262100,6136800,31987486,1570100,6483900,2878200,8843900,17693000,5779200,12160100,2641100,2148800,3404078,19472800,1606900,3185600,4237300,1049400,956600,2565500,3086400,312700,1655100,7508400,56193700,32547600,2114800,7967682,7662000,3399800,17718400,56884000,3125200,13347500,4043200,3226289,6508600,3896100,28219900,6845300,8003600,14318800,1420200,14902200,2339100,2772600,1451700,4216300,20282000,2968800,2643600,4751500,7740700,36426800,497200,3776250,8469900,4052200,7914000,11455400,29405800,18682400,15284800,12371800,375151000,7321700,727000,8805000,4993900,624713000,3112400,9357100,22816900,5864000,22156800,9394600,617700,3139800,4139900,3458600,8315100,1900300,609400,594000,4683300,10315500,11945500,1426500,20746000,4861700,1988500,1749200,3099300,68483600,5424600,1478000,5604700,69696600,3813700,6355900,3453300,3964200,6201100,3767700,1127600,1774300,44958400,1917600,21676800,21046200,2371600,23591600,2016700
2022-04-25,96046400,6932600,3868100.0,4503500,2049600,3368800,3140100,8518300,93481000,2271000,1656800,61874000,1202600,26959000,4408900,6293100,64301100,10505000,1138200,5695100,10329300,22079300,4145500,1381300,27164700,1402200,5778300,29964774,2040300,11913400,3154500,7988900,18677000,4957500,15449800,3843100,4496300,4875780,16491000,2210600,3743600,2718400,1283900,1211500,2635500,4813200,566900,1905500,6257100,58361400,31955300,2162600,11080599,7457900,3814300,18704400,46128000,3093600,19492300,4396900,2543748,5748300,5443600,35999300,3253900,11176500,17149000,1259900,25082000,2293300,2410200,1499800,3895900,14124000,3380400,2523000,4919300,8913900,29281100,655700,4104911,12144400,4915600,10573400,11577600,35678900,20072100,15697900,9151500,281520000,6512500,608200,9075500,5406400,641566000,4179100,7305900,32977000,7369900,27390600,6986800,704600,2558300,4580300,5577500,9673200,2632800,514300,613900,5612500,10259000,9841800,1738500,23976100,7424100,2053600,2197600,1800400,71861400,6331700,2597200,4570400,68341200,1895000,8737600,3030400,5354900,6839400,6651200,1074200,1688700,46028400,2366900,30045500,18057600,4446400,37698300,2097000
2022-04-26,95623200,6787800,4075000.0,3366300,2101400,2820100,2050800,9461800,89127400,3306000,1883300,77530000,988500,35809000,3728100,9277300,44809900,11090000,806200,4588900,14253400,18335800,4176700,1915500,44476200,889100,4716400,31183075,2122200,5970100,2057400,8073300,19238300,3929000,9810600,2854800,1559000,3708300,16116000,1722200,3937200,1911600,1748500,1119200,2508900,2462000,434500,2313700,4844600,60345300,18707700,1927500,46154289,6926400,3812200,21679500,73054000,2791700,11378600,3415200,3022789,4956200,3108400,35356600,2484400,10190000,17209500,1281100,21982600,2500300,2166600,1440400,3959100,14974000,3116400,2948500,5083400,9883800,31747400,394900,5789118,6913400,5208400,9009600,10062000,46518400,18628700,10971600,5167000,203181000,7977900,614300,9471000,3642200,653143000,3676200,7555200,27151300,7386600,25366500,7769500,512900,2605300,4614700,4847000,9262800,2367400,538500,752800,7199200,8800500,8661200,5011900,19941000,6880500,1889200,1688500,1354100,50825900,5744200,2469900,6221100,136133700,3105500,9591700,2895300,7811800,8155300,6731800,626400,1446500,29507700,1957400,21527400,19601100,3641000,28941500,2449100
2022-04-27,88063200,6039100,4826000.0,4178700,1821200,3080700,3436000,6891600,83125100,2973500,2049600,71336000,1080700,19313000,4085800,40371700,39824900,11597500,631800,3726700,14686400,24707500,3358300,1443200,35893100,1208100,4415500,27259609,2256500,6765800,2261600,9644600,33668600,4730800,10396600,2763100,1599200,3217056,15553000,1771500,2483900,2553100,1656000,1140500,1992000,2839800,488700,1930300,6906400,65847900,22816500,1613700,20213257,7863200,5876100,19827700,91820000,2469300,11122600,3446200,3239764,4369100,3542500,28320900,3849100,11090100,17215200,1042600,16971000,2610900,2352100,1017500,3028100,12413000,5702300,2706500,5314100,9892400,71062900,308900,3736663,7946600,5219900,10781300,9522900,63477700,17123600,10989600,5416300,222984000,6007800,838400,13400500,3270400,499460000,2955000,7279200,20688500,5180300,25819200,6754900,661700,2790900,4259400,4482600,13855900,2029800,406600,576000,6632100,8467300,6988200,3950200,10619400,6407600,2032100,1930700,1751200,66767000,7501700,1895900,8071900,76956300,2595300,12570400,3353700,3978600,15955800,5539700,537300,1240000,30582000,1910900,19520900,17496900,2965600,32773000,1621200
2022-04-28,130216800,7465000,4854500.0,4960000,2215200,2593900,4355000,7379100,91495400,6609500,2417400,117316000,1516400,22334000,2703200,13518800,39567800,12080000,1127300,3845800,8550000,20112100,6092800,1603400,30952100,917600,5400200,53279578,1473100,9520600,2118700,10614800,20170700,5907500,9366400,2944500,1515200,4909169,23192100,1937400,2734100,1663000,1970700,1181200,2320500,3312500,571900,2473700,6496100,131556500,15184900,2261400,19277327,10787500,3216300,22795600,48884000,2176000,9165000,4149500,3633395,4474300,2922600,41097000,3142500,9403900,13015600,1827900,22010600,3304900,5886900,1348800,3250400,16784000,6843300,3547400,4864300,9786400,100890600,387200,3035089,8153900,5157900,21092300,6974600,33646600,21058400,11325600,3913500,213632000,6551600,1112400,18817000,2675400,570327000,3130100,6177900,20633100,5235800,28225400,9306800,625400,4046000,4399800,4228700,31111100,2386100,555600,464700,6544200,8818500,6481100,2367100,11502600,5702100,2313100,1690100,1628100,67479400,4236400,2737200,4288500,124948500,2609700,8233600,2582700,3176700,10799100,6427700,765700,1620700,33011700,1484000,17431000,14955900,5262900,33683800,2339000
2022-04-29,131747600,25155900,4033100.0,6815900,2972100,3033200,3589200,7998900,82647700,4029300,2151900,272662000,1888000,26108000,3210100,10880300,47385200,11827500,1011600,5685200,15072900,21844900,3404000,1827700,22197100,1423800,14943400,47090765,1295000,8777700,2968000,7110800,20281400,8778300,14713200,4137200,1526800,3637913,16907000,2383100,5424000,3008100,1540200,937600,2975000,4734000,649000,2467500,7185300,83184900,17202000,2338600,16677077,10455800,2771500,16737800,42676000,3129600,9381900,4878200,7690659,5078700,3641700,70765900,2913500,8463100,14874800,2424900,20137100,2534900,3910900,1479500,4217600,14050000,4741800,3388000,4837700,10385400,49193400,475100,4966151,10862800,5081900,15914200,8097300,37073900,16843500,14912900,5684000,163919000,5867900,945600,7276000,6063900,500435000,6374100,7946900,19208600,6505600,28343300,10637000,776800,9997100,4911100,6279900,13693100,2861500,678300,1077700,5883000,9199300,7744600,3099500,10611900,8189500,3160500,2103100,3090500,70195400,6981400,2168700,7328400,88133100,1595500,6698600,2873200,4853500,7965000,5963400,640000,2871500,41014200,2480300,27149400,21088800,5614300,34656500,2251800
2022-05-02,123055300,9690800,5945300.0,4905000,2528900,3010000,2652900,9425100,98304100,4154800,2127600,148788000,972400,26725000,3881800,12399200,46652200,14875000,1537000,6797200,9896200,25904000,2639500,1612600,34360800,1497500,7133000,40131791,1463200,6980500,3303400,6278400,22499200,6520200,11559000,3109000,1563400,3633626,14300700,1758600,3831700,2932200,1909900,1095200,3409900,3496000,488800,2732700,6330100,64734000,21723800,2225600,18536095,9474000,4443300,16119900,35534000,2968100,8988100,4233900,7532676,4213500,2825500,45446500,2421200,7145400,18545000,1564400,24970300,2195400,2789900,1397100,3697800,12866000,3903800,3418700,5580700,10049400,49915300,490700,4445891,10164800,5088200,12124900,8737100,35151100,15342800,14338100,5837600,145916000,5428400,759900,7055000,3789100,572049000,4257100,7379900,38104700,7692100,36228400,10351600,873500,5868000,7263500,4280400,13320900,3003300,737400,1572800,7870600,12379000,8411800,2870700,11445200,6371900,2818500,3850000,1911600,67551600,8136500,1972000,5514400,75781500,1456800,5851500,3184300,5026600,8803700,6708000,1090900,3748700,33309400,2449200,25009300,20016000,4397200,36335200,3513000
2022-05-03,88966500,6163400,16774700.0,4491500,2121700,2196100,2844800,5463700,126381800,2443800,1367100,79134000,1028500,17064000,3152300,10149500,48926000,15505000,887200,3874700,7410100,25374500,2121100,1347900,28177600,1115900,6073200,26004177,1125300,5748000,2398000,5047700,15828200,5894400,8827200,3123900,1468200,3065340,11149500,1479600,2428400,2319200,1439300,841700,3330500,3326700,419000,3004900,4514800,55734200,16184300,1957800,12595004,10384400,3703500,19132700,24968000,2606200,7055400,3336600,5686748,3688600,3704100,40158400,1648000,5898700,15720900,1326100,21686300,1771900,2109500,1332000,3002600,9578000,2686900,2562000,4029900,9538700,41556300,822100,3000405,8455900,5831600,8425600,9430500,25978600,13539100,10419900,5472900,118394000,8201200,1076000,6524500,2560000,475751000,3143500,5211500,24723400,5564900,33716900,10344000,843500,4047600,3839600,4292000,7556800,2406700,538700,4018500,5612200,15570100,9513300,2007000,8876500,4747600,1894500,2767100,1148100,62675300,4447700,1428000,5319000,63709500,1432300,5438600,2763400,3266300,6616900,5823700,1076000,1363500,33263100,4185600,21545300,17950500,4940100,33908100,2152200
2022-05-04,108256500,5791500,20598100.0,5347400,1900200,3330400,2987900,6352100,225394100,2494900,1098500,110746000,1142700,23896000,2930400,9550600,57860300,21817500,1038100,4269600,6111500,26643600,3023700,1936200,37917900,1130700,8806000,28958914,1623300,7989800,2465200,7563100,23942300,9361200,9183200,3719100,1750100,3265334,11488300,1299500,2561400,1865200,1085300,1227200,5737200,3134600,352200,2558100,8198300,59774900,17667500,2454400,12019739,8087800,3012500,15813700,49916000,2629400,10352600,4021300,5818206,5932600,8336400,44625600,2135700,5923000,17128500,1459000,19780200,1730100,2743600,1172600,4452400,11962000,3346600,3289300,5280300,8348000,41375900,714700,4418263,7910100,5416300,10763500,10495000,33599300,17201900,10859600,5996100,122188000,6924000,792100,9247500,2206600,648855000,3296200,6759900,27975500,6231500,28613700,7771000,1235300,5070200,3562100,5874800,11038100,3799600,998100,1792300,6160800,30199700,6842000,2059100,11713700,5712500,1623900,3722300,1654400,60771800,4747200,1251300,5964000,81643800,1540200,10311500,4002600,3920500,7191100,8342100,1314400,1353400,29564600,2895900,29468000,20022600,4162100,46188400,3747100
2022-05-05,130525300,6869300,11367200.0,5703300,2231700,3507700,2680400,8172500,153129800,3357100,1375900,144392000,1446900,32806000,2987100,7950800,48860600,25987500,889500,5257600,9579500,25756000,3005600,1393400,44517800,1628500,5056300,32266614,1427300,10593000,3977000,8379400,24846500,8236300,9807600,4926400,1465800,2591129,12720200,1323200,2200100,2135300,1601200,985200,2973100,4289400,470700,3871000,7051500,57889200,22061300,2646500,11491503,8767300,3169600,15317100,45840000,2622100,12199800,4959600,6110299,5957400,9393400,52996700,3058200,7089200,15055400,1863100,20155200,1769500,3120200,1183800,4262900,14578000,3424800,2925900,7453700,8843800,41129200,450300,3965816,10016300,5020700,9548300,8556500,43260400,16603600,10382300,5325900,139713000,8411600,1559700,9589500,3674700,626331000,3206300,7197200,42153600,6534300,28333000,8217100,1563800,5461500,4072600,5448500,14561400,4510600,754700,1271300,5906500,19114700,7036300,2130000,16281500,4969700,2037600,4252200,1879900,55503900,5940400,1378200,4938900,92519100,1796200,7740400,3359700,3249700,7749600,5801000,747300,1556900,20664300,2418700,29978600,23234400,4024500,41013400,2855200
2022-05-06,116124600,6145600,9573100.0,4966800,2477000,3522200,3291000,6247000,144286600,4682100,1843000,124260000,1293800,20745000,3129800,7697900,50440100,17250000,725700,4198800,9138300,25912900,2268400,1876900,43828900,2208100,5379600,39047505,1296100,9213100,3560800,7232700,21743900,8220400,10418100,4843700,1516100,2394067,12525200,1081300,2723500,2122500,1402100,946600,3262300,7042600,295100,2101800,10963600,66622200,22379500,2357600,8609237,7468200,2759600,14684900,39710000,2375600,9853200,4325300,3845913,7306400,7995700,40916600,3013800,6434000,14417900,967800,18984000,2273000,2931200,1409800,3910700,10680000,3635200,2964500,4157700,9037800,34747200,587300,2954479,11512300,4572200,12227400,7333600,37780300,15159800,9364900,4929100,171855000,11237500,925400,9826500,2818800,633297000,3568400,6222500,30897900,5824600,19891400,7304800,798000,6534300,3384400,4093600,10080600,3808200,773800,1306600,5295000,11165800,8118100,1758600,12396000,5242400,2366500,3353700,1506300,51506800,6099000,1116300,4701900,72903000,2498700,5724800,3260300,2826600,8825300,4400100,1157100,2268500,19322000,2646700,27035300,34258200,2593900,29619300,3339500
2022-05-09,131577900,6969000,14430900.0,6478200,2584100,4324900,3170300,10088400,144523700,4376300,2423300,128124000,1272700,30074000,4485200,12593800,51242000,16795000,1079400,4874400,13411700,28888400,2929900,1934600,55563200,2228400,5666800,39132865,1821200,9750900,3292700,9997800,22421200,7147000,14110700,4319600,1818100,4479401,17941600,1349000,3663300,3465600,1085300,1115100,4179300,6977200,664400,3028900,6465900,71242000,30392800,2320600,11266308,9294000,6105900,18508800,40802000,3234000,13821400,5243600,4012065,7647900,5503600,44925800,3754700,7855200,14312300,1822900,20055300,2027000,3460500,1354500,3998300,18487000,5777400,2918900,6579400,11709000,36303200,641900,4979068,16925900,6756700,11901500,11161000,47726000,21770900,10442700,7648200,140313000,7506000,880700,14239500,4802200,644455000,4524500,7019700,40093500,7269100,25012300,8540800,1003800,5611100,7282300,5173000,11668100,5978200,819400,1744500,6071900,12863600,9216400,2280300,14845900,6063500,2810200,4154900,2011000,51563300,8264800,1568600,6938100,90810300,4311300,7929700,3862700,3925400,10314100,8179500,964500,3148800,24391300,2632400,27132700,28207200,4033000,45851600,2984600
2022-05-10,115366700,6525200,13638500.0,6248300,2634600,5334400,3174300,8881000,137235500,4234800,2411700,105434000,1504300,29271000,3014800,11781400,60235300,12287500,1179800,4798400,10993800,31054700,3040400,1747000,46996200,1612900,6030700,33469976,1574900,7845900,2729400,8598700,21741100,5221800,11636000,5273200,1344100,3400694,15657700,2305400,3372200,6505800,1142600,1296400,3286500,5451400,687800,3543000,8876100,75506700,26543200,2278600,10974181,9721600,3472300,20206400,39900000,2798400,9371600,4392900,5058318,8642400,5215700,42770000,2253000,8186700,16382400,1450900,21322200,2524900,3140800,978500,3638700,14134000,5003500,3070800,8622200,10974900,34452500,605800,4189827,25354700,6186400,12370800,9261000,39336400,17662700,14731900,7249600,138839000,7526900,924000,9477500,2968500,761474000,5762800,8129000,30590200,5936700,27335900,7447400,807100,11362600,7091500,4186100,8841200,5050900,769500,1403900,7526300,14085900,6661700,2208700,11063400,5314100,3139200,2959600,1858000,42465900,9331900,1682600,5080900,84401700,5099900,7033300,4275500,3510200,11016500,7048800,802200,2041500,23007300,3375000,25276100,24861300,4316000,34483200,2851900
2022-05-11,142689800,5630000,13661400.0,6636100,2398600,3822000,3331400,8311700,136137900,3411700,2104200,109704000,1276000,26660000,2644300,11388400,54969300,11542500,1170600,4250700,11574600,30179000,2552400,1593200,40917100,1410700,5555500,33884719,1498300,6651600,2782900,7220100,23872100,4667200,9105500,4543400,1380900,2730098,26933300,1716800,3082800,7986700,957200,1166800,3788900,4167300,741700,1852300,9406200,71644900,22542800,2807900,12465152,10224000,2656600,18050800,37534000,2320600,9595100,3880500,3484218,5301100,4052700,40351700,2690200,6138900,14630300,1320000,19648400,1759200,2625200,1018200,4598000,11793000,4263900,2833200,6486700,9728200,31153400,560500,3286608,16080100,6411000,16338600,8060000,48975900,17237300,11129000,6009500,126655000,6611800,805100,9473500,2460500,670167000,4444100,6932100,36357100,5376900,29699500,7692200,558100,8548500,8132100,2981700,11530900,4238200,704000,1100600,6493900,12118100,10257400,1376500,11569100,5758900,3323500,2987900,1429600,50074200,8399600,1146400,7399200,97224600,3931800,5892800,3936300,4934100,9427300,5003800,822500,1905900,20133200,3329300,25291600,27878700,4348700,33020600,3355200
2022-05-12,182602000,6914800,9264300.0,8516100,2284600,4048200,2905400,9287100,129214200,3733300,2193700,132026000,1391500,25518000,5314800,15891300,61231500,10910000,1117500,5679800,9925100,36301500,3282000,1439800,53708800,1675400,5244700,42257788,2572500,7244400,2829500,10187500,25951000,4919400,8936400,4057500,1889400,3194270,36298800,1480000,3429200,4545000,1451800,1280500,3683000,4056100,711200,2251900,12044400,113203900,27193400,2345500,13844409,9727900,3218200,43172200,53836000,3408300,10336800,4447700,4233708,5384800,4099600,42329600,2035900,6898600,16318800,1498100,22574700,2455200,2370000,1390200,4292900,15558000,3891500,2861000,6090700,8676400,38262200,481900,3371524,12185000,6985500,14210200,10315600,51033800,27022900,15364900,9765900,176621000,10245400,942000,13509500,3342000,708728000,5584800,11698900,23862900,6473500,33468400,9600800,1116800,8153100,7908500,3910600,10749800,5533900,793100,1555700,6356200,15460600,8308100,2637500,13434300,6631400,2754300,3251300,1375500,52687000,8510600,1532700,4460600,140313000,2926700,5936100,3997600,5352400,9308600,3800100,1426900,1475400,21623900,2111600,30171700,25244400,2688700,29491500,2396600
2022-05-13,113990900,6398500,8595400.0,6159300,2373600,3379300,2270400,8321100,138068100,2631900,2229500,93684000,661800,19449000,3625100,20891500,49117900,7547500,1684400,3767500,7768200,21739400,2323800,1855000,40862000,1520100,5068600,31672935,1888600,6549900,2338600,6499700,18954500,4502300,9229900,2626500,1750300,3568541,16782600,2289500,3251300,3682500,817200,1065200,3580400,3881600,690800,2813100,5592700,78944200,18988000,2077100,8309406,9515200,3366700,22997300,35038000,2152500,10121800,3949100,3434881,4195100,3984500,32034100,2250600,7732200,10443200,1982200,16167000,1845400,2337700,1114700,2911900,19093000,3536000,3255200,5673200,7884200,24549800,376000,3292947,8144600,5834900,10308100,7948000,34925100,22872000,8010600,6361900,131363000,9618800,576900,10467500,3377600,670437000,5225300,6700100,35184900,4714600,22423700,5675500,811200,6521900,2816100,3329000,9280700,4633600,604500,1386800,5465600,18156300,6799100,1501600,9798900,5018100,2662900,2811700,1261300,34107300,8036400,1375100,3891000,92150700,3222700,5329900,2453400,3598100,6684500,3800700,1020700,1366600,21080500,2224900,21253200,19962300,2688300,25798400,2239300
2022-05-16,86643800,6565600,7588400.0,7459000,1598000,2645200,2142200,7218200,131065700,2414500,1203100,74566000,880900,14189000,2811300,10631600,39076500,7232500,2287300,3697600,5833700,16919100,2540800,1690600,29771800,1542700,3981100,22423752,2064800,7990600,1579700,5065800,20254500,3438600,13296300,2810400,1896400,2645273,11993600,1527300,2408000,2901900,767700,851900,3454800,3560100,405600,2551900,4707500,65055400,17882500,1301600,10451563,6157500,3379000,16512200,25990000,1568800,12427800,4267900,2784276,4250400,2811800,25071900,1569600,5516700,10269000,937200,13223200,1598800,5118300,1004700,4405300,9689000,2062300,2147100,4988500,7955000,27112600,513200,3245585,7263300,5703500,13999000,5703600,32550900,13394700,7339500,5961700,161450000,5722500,586600,8314000,5034300,521446000,3543200,6942100,38650700,5317200,19435600,5971000,719400,3719300,5423700,4561900,6378800,3496200,486900,742800,5158500,11435300,6051600,1278700,10181600,4537900,1564700,2588100,985500,40027000,7952300,883700,3239800,86098500,4691200,3648900,2338800,3003600,5161300,4599100,1338400,1558200,22754700,1790800,16837400,21449100,2678200,26101200,2457600
