date,ticker,action,shares,price,value,cost
2024-10-10,RVNL,BUY(replacement),234,476.5548706054688,111513.8397216797,131.97662931060793
2024-10-11,RVNL,SELL(100DMA),234,471.4477233886719,110318.76727294922,114.01444597659301
2024-10-11,RVNL,BUY(replacement),238,471.4477233886719,112204.5581665039,132.79409459005737
2024-10-14,RVNL,SELL(100DMA),238,466.5884704589844,111048.05596923828,114.76816584420776
2024-10-14,RVNL,BUY(replacement),242,466.5884704589844,112914.40985107422,133.63420405874635
2024-10-15,RVNL,SELL(100DMA),242,470.2576904296875,113802.36108398438,117.61474018029786
2024-10-15,RVNL,BUY(replacement),240,470.2576904296875,112861.845703125,133.57199438964844
2024-10-16,RVNL,SELL(100DMA),240,475.61279296875,114147.0703125,117.97099716796876
2024-10-16,OIL,SELL(100DMA),204,500.9653625488281,102196.93395996094,105.62053124761964
2024-10-16,RVNL,BUY(replacement),237,475.61279296875,112720.23193359375,133.4043944934082
2024-10-16,OIL,BUY(replacement),225,500.9653625488281,112717.20657348633,133.40081397972108
2024-10-17,RVNL,SELL(100DMA),237,485.5296630859375,115070.53015136719,118.925392911438
2024-10-17,OIL,SELL(100DMA),225,498.96978759765625,112268.20220947266,116.02918698348999
2024-10-17,RVNL,BUY(replacement),229,485.5296630859375,111186.29284667969,131.5889775840454
2024-10-17,OIL,BUY(replacement),223,498.96978759765625,111270.26263427734,131.68835582766724
2024-10-18,RVNL,SELL(100DMA),229,473.3319091796875,108393.00720214844,112.02417294342041
2024-10-18,OIL,SELL(100DMA),223,506.8567810058594,113029.06216430664,116.81553574681091
2024-10-18,RVNL,BUY(replacement),232,473.3319091796875,109813.0029296875,129.96368896728515
2024-10-18,OIL,BUY(replacement),217,506.8567810058594,109987.92147827148,130.1707050695343
2024-10-21,RVNL,SELL(100DMA),232,461.7787780761719,107132.67651367188,110.72162117687989
2024-10-21,OIL,SELL(100DMA),217,503.5309753417969,109266.22164916992,112.92664007441711
2024-10-21,RVNL,BUY(replacement),233,461.7787780761719,107594.45529174805,127.33803783778382
2024-10-21,OIL,BUY(replacement),214,503.5309753417969,107755.62872314453,127.52878659384156
2024-10-22,RVNL,SELL(100DMA),233,438.8708190917969,102256.90084838867,105.68250702680969
2024-10-22,OIL,SELL(100DMA),214,490.8927612304688,105051.05090332033,108.57026110858156
2024-10-22,RVNL,BUY(replacement),238,438.8708190917969,104451.25494384766,123.6180602260437
2024-10-22,OIL,BUY(replacement),213,490.8927612304688,104560.15814208986,123.74694716116335
2024-10-23,RVNL,SELL(100DMA),238,438.4741516113281,104356.8480834961,107.85280249429321
2024-10-23,OIL,SELL(100DMA),213,479.8225708007813,102202.20758056642,105.6259815345154
2024-10-23,RVNL,BUY(replacement),242,438.4741516113281,106110.7446899414,125.58206634054565
2024-10-23,OIL,BUY(replacement),221,479.8225708007813,106040.78814697267,125.49927277194216
2024-10-24,RVNL,SELL(100DMA),242,438.27581787109375,106062.74792480469,109.61584998028566
2024-10-24,OIL,SELL(100DMA),221,484.85882568359375,107153.80047607422,110.74345279202271
2024-10-24,RVNL,BUY(replacement),239,438.27581787109375,104747.9204711914,123.96916387765503
2024-10-24,OIL,BUY(replacement),216,484.85882568359375,104729.50634765625,123.94737076245117
2024-10-25,RVNL,SELL(100DMA),239,416.2603759765625,99486.22985839844,102.81901855865479
2024-10-25,OIL,SELL(100DMA),216,461.1978454589844,99618.73461914062,102.95596222888183
2024-10-25,RVNL,BUY(replacement),244,416.2603759765625,101567.53173828125,120.20517381225585
2024-10-25,OIL,BUY(replacement),221,461.1978454589844,101924.72384643555,120.62791067225648
2024-10-28,RVNL,SELL(100DMA),244,428.7060241699219,104604.26989746094,108.10851293902587
2024-10-28,OIL,SELL(100DMA),221,452.3606872558594,99971.71188354492,103.32076423164368
2024-10-28,RVNL,BUY(replacement),237,428.7060241699219,101603.32772827148,120.2475383664093
2024-10-28,OIL,BUY(replacement),224,452.3606872558594,101328.7939453125,119.92262763427735
2024-10-29,RVNL,SELL(100DMA),237,435.2511596679688,103154.52484130861,106.61020142349246
2024-10-29,OIL,SELL(100DMA),224,455.5914916992188,102052.49414062501,105.47125269433596
2024-10-29,RVNL,BUY(replacement),235,435.2511596679688,102284.02252197267,121.05314065475466
2024-10-29,OIL,BUY(replacement),225,455.5914916992188,102508.08563232423,121.31831934585574
2024-10-30,RVNL,SELL(100DMA),235,461.4812622070313,108448.09661865236,112.08110785537721
2024-10-30,OIL,SELL(100DMA),225,447.7520446777344,100744.21005249023,104.11914108924866
2024-10-30,RVNL,BUY(replacement),223,461.4812622070313,102910.32147216798,121.79436546231081
2024-10-30,OIL,BUY(replacement),230,447.7520446777344,102982.9702758789,121.88034532150269
2024-10-31,RVNL,SELL(100DMA),223,467.8776245117188,104336.7102661133,107.83199006002809
2024-10-31,OIL,SELL(100DMA),230,448.274658203125,103103.17138671875,106.55712762817383
2024-10-31,RVNL,BUY(replacement),222,467.8776245117188,103868.83264160158,122.92876343133547
2024-10-31,OIL,BUY(replacement),232,448.274658203125,103999.720703125,123.08366945214844
2024-11-01,RVNL,SELL(100DMA),222,467.0347290039063,103681.7098388672,107.15504711846926
2024-11-01,OIL,SELL(100DMA),232,449.4624328613281,104275.28442382812,107.76850645202637
2024-11-01,POWERINDIA,BUY(replacement),7,13919.712890625,97437.990234375,115.31786144238282
