start,end,start_year,duration,trade_days,trades,cagr_pct,sharpe,sortino,max_dd_pct,calmar,win_rate,final_val
2022-01-01,2026-05-22,2022,12,1084,641,14.0,0.405,0.496,-42.5,0.33,51.0,175521.0
2022-01-01,2026-05-22,2022,13,1084,641,14.0,0.405,0.496,-42.5,0.33,51.0,175521.0
2022-01-01,2026-05-22,2022,14,1084,641,14.0,0.405,0.496,-42.5,0.33,51.0,175521.0
2022-01-01,2026-05-22,2022,15,1084,641,14.0,0.405,0.496,-42.5,0.33,51.0,175521.0
2022-01-01,2026-05-22,2022,16,1084,641,14.0,0.405,0.496,-42.5,0.33,51.0,175521.0
2022-01-01,2026-05-22,2022,17,1084,641,14.0,0.405,0.496,-42.5,0.33,51.0,175521.0
2022-01-01,2026-05-22,2022,18,1084,641,14.0,0.405,0.496,-42.5,0.33,51.0,175521.0
2023-01-01,2023-12-31,2023,1,245,145,78.7,2.674,3.39,-12.9,6.08,72.7,175230.0
2023-01-01,2024-12-31,2023,2,491,292,42.9,1.189,1.46,-37.9,1.132,65.2,199850.0
2023-01-01,2025-12-31,2023,3,740,392,24.7,0.765,0.961,-39.1,0.631,54.3,190478.0
2023-01-01,2026-05-22,2023,4,836,468,17.6,0.533,0.663,-42.9,0.411,51.3,170862.0
2023-01-01,2026-05-22,2023,5,836,468,17.6,0.533,0.663,-42.9,0.411,51.3,170862.0
2023-01-01,2026-05-22,2023,6,836,468,17.6,0.533,0.663,-42.9,0.411,51.3,170862.0
2023-01-01,2026-05-22,2023,7,836,468,17.6,0.533,0.663,-42.9,0.411,51.3,170862.0
2023-01-01,2026-05-22,2023,8,836,468,17.6,0.533,0.663,-42.9,0.411,51.3,170862.0
2023-01-01,2026-05-22,2023,9,836,468,17.6,0.533,0.663,-42.9,0.411,51.3,170862.0
2023-01-01,2026-05-22,2023,10,836,468,17.6,0.533,0.663,-42.9,0.411,51.3,170862.0
2023-01-01,2026-05-22,2023,11,836,468,17.6,0.533,0.663,-42.9,0.411,51.3,170862.0
2023-01-01,2026-05-22,2023,12,836,468,17.6,0.533,0.663,-42.9,0.411,51.3,170862.0
2023-01-01,2026-05-22,2023,13,836,468,17.6,0.533,0.663,-42.9,0.411,51.3,170862.0
2023-01-01,2026-05-22,2023,14,836,468,17.6,0.533,0.663,-42.9,0.411,51.3,170862.0
2023-01-01,2026-05-22,2023,15,836,468,17.6,0.533,0.663,-42.9,0.411,51.3,170862.0
2023-01-01,2026-05-22,2023,16,836,468,17.6,0.533,0.663,-42.9,0.411,51.3,170862.0
2023-01-01,2026-05-22,2023,17,836,468,17.6,0.533,0.663,-42.9,0.411,51.3,170862.0
2023-01-01,2026-05-22,2023,18,836,468,17.6,0.533,0.663,-42.9,0.411,51.3,170862.0
2024-01-01,2024-12-31,2024,1,246,166,15.3,0.4,0.492,-38.5,0.396,45.5,114526.0
2024-01-01,2025-12-31,2024,2,495,261,5.5,0.088,0.109,-39.7,0.138,43.5,110747.0
2024-01-01,2026-05-22,2024,3,591,335,0.0,-0.135,-0.164,-43.0,0.001,39.3,99775.0
2024-01-01,2026-05-22,2024,4,591,335,0.0,-0.135,-0.164,-43.0,0.001,39.3,99775.0
2024-01-01,2026-05-22,2024,5,591,335,0.0,-0.135,-0.164,-43.0,0.001,39.3,99775.0
2024-01-01,2026-05-22,2024,6,591,335,0.0,-0.135,-0.164,-43.0,0.001,39.3,99775.0
2024-01-01,2026-05-22,2024,7,591,335,0.0,-0.135,-0.164,-43.0,0.001,39.3,99775.0
2024-01-01,2026-05-22,2024,8,591,335,0.0,-0.135,-0.164,-43.0,0.001,39.3,99775.0
2024-01-01,2026-05-22,2024,9,591,335,0.0,-0.135,-0.164,-43.0,0.001,39.3,99775.0
2024-01-01,2026-05-22,2024,10,591,335,0.0,-0.135,-0.164,-43.0,0.001,39.3,99775.0
2024-01-01,2026-05-22,2024,11,591,335,0.0,-0.135,-0.164,-43.0,0.001,39.3,99775.0
2024-01-01,2026-05-22,2024,12,591,335,0.0,-0.135,-0.164,-43.0,0.001,39.3,99775.0
2024-01-01,2026-05-22,2024,13,591,335,0.0,-0.135,-0.164,-43.0,0.001,39.3,99775.0
2024-01-01,2026-05-22,2024,14,591,335,0.0,-0.135,-0.164,-43.0,0.001,39.3,99775.0
2024-01-01,2026-05-22,2024,15,591,335,0.0,-0.135,-0.164,-43.0,0.001,39.3,99775.0
2024-01-01,2026-05-22,2024,16,591,335,0.0,-0.135,-0.164,-43.0,0.001,39.3,99775.0
2024-01-01,2026-05-22,2024,17,591,335,0.0,-0.135,-0.164,-43.0,0.001,39.3,99775.0
2024-01-01,2026-05-22,2024,18,591,335,0.0,-0.135,-0.164,-43.0,0.001,39.3,99775.0
2025-01-01,2025-12-31,2025,1,249,99,-3.5,-0.659,-0.887,-11.9,-0.296,18.2,96394.0
2025-01-01,2026-05-22,2025,2,345,170,-9.6,-1.05,-1.263,-16.6,-0.577,18.8,86961.0
2025-01-01,2026-05-22,2025,3,345,170,-9.6,-1.05,-1.263,-16.6,-0.577,18.8,86961.0
2025-01-01,2026-05-22,2025,4,345,170,-9.6,-1.05,-1.263,-16.6,-0.577,18.8,86961.0
2025-01-01,2026-05-22,2025,5,345,170,-9.6,-1.05,-1.263,-16.6,-0.577,18.8,86961.0
2025-01-01,2026-05-22,2025,6,345,170,-9.6,-1.05,-1.263,-16.6,-0.577,18.8,86961.0
2025-01-01,2026-05-22,2025,7,345,170,-9.6,-1.05,-1.263,-16.6,-0.577,18.8,86961.0
2025-01-01,2026-05-22,2025,8,345,170,-9.6,-1.05,-1.263,-16.6,-0.577,18.8,86961.0
2025-01-01,2026-05-22,2025,9,345,170,-9.6,-1.05,-1.263,-16.6,-0.577,18.8,86961.0
2025-01-01,2026-05-22,2025,10,345,170,-9.6,-1.05,-1.263,-16.6,-0.577,18.8,86961.0
2025-01-01,2026-05-22,2025,11,345,170,-9.6,-1.05,-1.263,-16.6,-0.577,18.8,86961.0
2025-01-01,2026-05-22,2025,12,345,170,-9.6,-1.05,-1.263,-16.6,-0.577,18.8,86961.0
2025-01-01,2026-05-22,2025,13,345,170,-9.6,-1.05,-1.263,-16.6,-0.577,18.8,86961.0
2025-01-01,2026-05-22,2025,14,345,170,-9.6,-1.05,-1.263,-16.6,-0.577,18.8,86961.0
2025-01-01,2026-05-22,2025,15,345,170,-9.6,-1.05,-1.263,-16.6,-0.577,18.8,86961.0
2025-01-01,2026-05-22,2025,16,345,170,-9.6,-1.05,-1.263,-16.6,-0.577,18.8,86961.0
2025-01-01,2026-05-22,2025,17,345,170,-9.6,-1.05,-1.263,-16.6,-0.577,18.8,86961.0
2025-01-01,2026-05-22,2025,18,345,170,-9.6,-1.05,-1.263,-16.6,-0.577,18.8,86961.0
