top_n,max_per_sector,exit_rank_buffer,dma_exit,regime_dma,min_price,min_avg_value_cr,exit_cutoff,cagr_pct,sharpe,sortino,max_dd_pct,calmar,win_rate,trades,composite
15,3,23,150,200,100,0,38,26.12,1.206,1.662,-14.82,1.763,49.5,1708,2.1258
15,3,13,250,200,0,0,28,32.53,1.397,1.905,-21.38,1.522,50.5,1557,2.1256
12,3,13,250,150,0,0,25,32.06,1.427,2.111,-21.54,1.489,53.8,1439,2.1249
10,2,18,200,200,0,0,28,31.49,1.319,1.9,-19.56,1.61,47.3,962,2.1228
15,2,8,250,150,100,0,23,27.26,1.321,1.903,-16.97,1.606,51.6,2321,2.1221
7,4,13,150,150,0,0,20,29.81,1.225,1.899,-17.21,1.732,50.5,839,2.1218
8,3,18,250,150,0,0,26,31.99,1.356,2.06,-20.49,1.562,50.5,914,2.1175
15,4,23,250,150,100,0,38,27.74,1.353,1.994,-17.74,1.564,51.6,1694,2.1155
7,2,8,250,200,0,0,15,30.75,1.207,1.76,-17.54,1.753,47.3,734,2.115
12,2,23,250,200,100,0,35,27.46,1.244,1.699,-16.18,1.698,48.4,1146,2.1125
12,4,18,250,150,0,0,30,31.06,1.387,2.052,-20.41,1.522,54.9,1370,2.1116
12,2,23,250,150,100,0,35,27.89,1.335,1.939,-17.64,1.581,54.9,1398,2.1107
10,2,23,100,150,0,0,33,30.42,1.331,2.021,-19.2,1.584,51.6,1784,2.1078
12,2,18,200,200,100,0,30,26.85,1.212,1.653,-15.44,1.739,48.4,1211,2.1069
15,2,18,150,150,50,0,33,29.44,1.399,2.018,-19.56,1.505,50.5,2062,2.1061
7,2,13,250,200,0,0,20,30.64,1.202,1.743,-17.5,1.751,49.5,711,2.1051
15,2,23,100,150,0,0,38,30.88,1.423,2.074,-20.88,1.479,52.7,2960,2.1046
15,3,13,200,150,100,0,28,26.98,1.309,1.916,-16.78,1.608,50.5,1839,2.1045
10,3,13,150,200,0,0,23,31.45,1.289,1.813,-19.28,1.632,48.4,1085,2.1029
10,2,13,100,150,0,0,23,30.46,1.331,2.017,-19.3,1.578,50.5,1811,2.1013
15,3,13,200,200,0,0,28,32.36,1.385,1.893,-21.34,1.517,50.5,1576,2.1011
8,4,13,200,150,0,0,21,31.28,1.328,1.989,-19.77,1.582,50.5,942,2.1005
12,3,18,150,150,0,0,30,31.35,1.401,2.09,-20.91,1.499,54.9,1502,2.1
15,2,8,150,200,0,0,23,31.44,1.367,1.887,-20.46,1.536,50.5,2346,2.0996
15,4,18,250,150,100,0,33,27.63,1.345,1.988,-17.71,1.561,52.7,1711,2.0992
15,4,23,150,200,100,0,38,26.62,1.233,1.7,-15.64,1.702,48.4,1685,2.0981
7,3,18,250,150,0,0,25,30.93,1.287,1.961,-18.97,1.63,52.7,802,2.0974
15,3,18,250,200,0,0,33,31.65,1.352,1.831,-20.41,1.551,51.6,1490,2.0962
15,3,8,150,150,50,0,23,29.13,1.367,1.972,-19.0,1.533,51.6,2174,2.0951
12,2,13,100,150,0,0,25,31.54,1.402,2.075,-21.12,1.494,50.5,2385,2.0946
15,2,18,100,150,0,0,33,30.84,1.427,2.09,-21.02,1.467,53.8,3095,2.0927
15,4,13,250,150,100,0,28,27.63,1.345,1.986,-17.78,1.554,52.7,1759,2.0908
15,2,13,150,200,100,0,28,25.91,1.192,1.622,-14.79,1.752,47.3,1969,2.0886
10,2,18,150,150,100,0,28,28.09,1.295,1.903,-17.47,1.608,52.7,1283,2.0816
7,2,23,150,150,50,0,30,30.13,1.273,1.949,-18.44,1.634,49.5,829,2.0807
12,4,18,150,150,0,0,30,31.12,1.382,2.06,-20.69,1.504,54.9,1467,2.0795
10,2,8,200,150,50,0,18,30.59,1.376,2.078,-20.25,1.511,52.7,1259,2.079
7,2,8,200,200,0,0,15,30.56,1.193,1.751,-17.53,1.743,48.4,752,2.0789
8,3,8,150,150,50,0,16,30.88,1.347,2.032,-20.01,1.544,49.5,1014,2.0789
8,3,13,150,200,0,0,21,31.4,1.242,1.78,-18.81,1.669,48.4,859,2.0736
10,2,13,200,200,0,0,23,31.06,1.301,1.878,-19.49,1.593,47.3,988,2.0726
15,2,23,200,200,50,0,38,29.17,1.304,1.755,-18.36,1.589,47.3,1502,2.0721
7,2,23,150,150,0,0,30,30.75,1.269,1.968,-18.88,1.629,49.5,836,2.0678
8,3,8,200,200,0,0,16,31.3,1.239,1.772,-18.76,1.668,47.3,841,2.0677
12,3,23,150,150,0,0,35,31.09,1.381,2.059,-20.81,1.494,54.9,1477,2.0633
12,2,13,250,150,100,0,25,27.59,1.315,1.919,-17.59,1.568,56.0,1463,2.0617
10,4,13,200,200,0,0,23,31.14,1.279,1.797,-19.32,1.611,47.3,1002,2.0605
8,3,13,200,150,50,0,21,28.11,1.234,1.857,-16.84,1.669,50.5,927,2.0603
10,4,18,250,200,0,0,28,30.68,1.256,1.758,-18.71,1.64,47.3,963,2.0602
12,2,13,150,150,50,0,25,29.95,1.373,1.999,-19.96,1.5,52.7,1587,2.0599
15,3,18,100,150,0,0,33,31.17,1.419,2.071,-21.49,1.45,52.7,2932,2.0579
15,3,23,250,150,100,0,38,27.37,1.332,1.955,-17.71,1.545,52.7,1741,2.0575
10,3,13,200,200,0,0,23,30.83,1.266,1.782,-18.98,1.624,48.4,996,2.0565
15,3,13,250,150,50,0,28,29.44,1.387,1.998,-19.89,1.481,51.6,1779,2.0544
12,3,23,250,150,0,0,35,31.3,1.396,2.058,-21.29,1.47,54.9,1394,2.053
15,3,13,150,150,50,0,28,28.72,1.351,1.943,-18.91,1.519,52.7,1957,2.0527
15,3,18,150,200,0,0,33,31.38,1.342,1.831,-20.52,1.529,51.6,1705,2.0525
12,4,23,250,150,0,0,35,31.2,1.381,2.059,-21.0,1.486,54.9,1363,2.0521
7,2,18,200,200,0,0,25,30.88,1.213,1.786,-18.25,1.692,47.3,702,2.0515
10,3,18,150,200,0,0,28,31.28,1.293,1.823,-19.71,1.587,48.4,1056,2.0515
10,2,18,250,200,0,0,28,30.62,1.272,1.8,-18.99,1.612,47.3,942,2.0512
10,3,18,200,200,0,0,28,30.96,1.27,1.768,-19.17,1.615,48.4,973,2.0504
10,3,13,250,200,0,0,23,31.0,1.27,1.778,-19.22,1.613,48.4,979,2.0488
15,3,18,200,200,0,0,33,31.57,1.348,1.825,-20.79,1.519,51.6,1518,2.0477
8,3,8,250,150,50,0,16,30.91,1.346,2.023,-20.35,1.519,51.6,969,2.0455
15,3,13,100,150,0,0,28,30.84,1.409,2.068,-21.26,1.451,53.8,3008,2.0449
8,3,23,200,150,0,0,31,30.67,1.297,1.974,-19.46,1.576,50.5,917,2.0447
12,3,23,150,200,100,0,35,25.76,1.149,1.588,-14.48,1.779,49.5,1350,2.0435
8,3,23,200,150,50,0,31,28.93,1.277,1.917,-18.1,1.598,50.5,911,2.0414
7,2,8,200,150,50,0,15,30.16,1.292,1.941,-19.1,1.58,51.6,870,2.0412
15,4,13,150,200,100,0,28,26.27,1.216,1.674,-15.66,1.677,48.4,1754,2.04
12,3,18,200,150,100,0,30,26.84,1.267,1.853,-16.7,1.607,52.7,1430,2.0353
8,3,8,150,200,0,0,16,31.46,1.242,1.781,-19.21,1.638,47.3,883,2.0342
15,3,8,150,150,100,0,23,26.54,1.275,1.856,-16.64,1.594,51.6,2160,2.0326
8,3,18,150,150,0,0,26,31.69,1.338,2.043,-20.87,1.518,49.5,955,2.0309
12,3,23,200,150,100,0,35,26.65,1.267,1.867,-16.63,1.602,53.8,1421,2.0303
7,4,8,100,150,0,0,15,30.78,1.28,1.944,-19.43,1.584,49.5,1231,2.0273
12,3,23,200,150,0,0,35,31.24,1.387,2.062,-21.38,1.461,54.9,1395,2.0265
10,4,13,150,200,0,0,23,31.11,1.271,1.777,-19.53,1.594,47.3,1100,2.0261
12,4,13,150,150,0,0,25,31.0,1.377,2.032,-21.08,1.47,54.9,1505,2.0249
8,4,18,250,150,50,0,26,27.79,1.216,1.827,-16.71,1.664,50.5,918,2.0237
15,2,8,100,150,0,0,23,30.37,1.387,2.052,-20.84,1.457,52.7,3691,2.0211
8,3,13,250,150,50,0,21,28.05,1.225,1.846,-17.01,1.649,50.5,925,2.0202
7,4,23,200,150,0,0,30,29.29,1.208,1.851,-17.52,1.672,50.5,808,2.0198
8,3,8,200,150,50,0,16,30.54,1.331,2.004,-20.18,1.514,50.5,985,2.014
7,3,8,100,150,0,0,15,31.38,1.301,1.976,-20.28,1.548,50.5,1219,2.0139
7,2,13,200,200,0,0,20,30.69,1.2,1.747,-18.29,1.678,48.4,718,2.0138
7,2,23,250,150,50,0,30,29.6,1.269,1.935,-18.66,1.586,51.6,789,2.0124
12,2,8,200,150,50,0,20,30.25,1.383,2.013,-20.79,1.455,52.7,1610,2.0122
15,3,23,100,150,0,0,38,30.89,1.41,2.037,-21.65,1.427,53.8,2845,2.0119
15,3,8,200,150,100,0,23,26.81,1.294,1.888,-17.25,1.554,51.6,1970,2.0109
12,4,13,250,150,0,0,25,31.01,1.372,2.018,-21.17,1.465,54.9,1402,2.0094
7,2,8,150,200,0,0,15,30.04,1.175,1.722,-17.57,1.71,47.3,795,2.0084
8,2,13,100,150,0,0,21,30.88,1.296,2.011,-19.94,1.549,48.4,1369,2.0077
10,2,8,150,150,100,0,18,27.51,1.278,1.84,-17.51,1.571,51.6,1411,2.0071
12,2,8,150,150,50,0,20,29.98,1.364,1.988,-20.4,1.469,51.6,1714,2.0039
8,4,13,150,150,0,0,21,30.94,1.302,1.989,-20.14,1.536,49.5,985,1.9999
10,4,18,150,200,0,0,28,30.66,1.258,1.766,-19.3,1.589,47.3,1070,1.9991
15,3,23,200,200,100,0,38,26.72,1.237,1.709,-16.54,1.616,49.5,1477,1.9989
8,3,8,250,200,0,0,16,31.08,1.228,1.748,-19.1,1.627,47.3,827,1.9983
10,2,18,100,150,0,0,28,29.65,1.293,1.964,-19.18,1.546,51.6,1818,1.9981
15,2,8,200,150,100,0,23,26.81,1.308,1.89,-17.57,1.526,49.5,2360,1.9949
7,2,13,200,150,50,0,20,29.5,1.262,1.928,-18.66,1.581,53.8,816,1.9946
12,2,18,250,150,100,0,30,27.34,1.303,1.889,-17.87,1.53,54.9,1415,1.994
12,2,18,250,200,100,0,30,26.69,1.205,1.643,-16.15,1.653,48.4,1179,1.9928
10,4,13,250,200,0,0,23,30.62,1.259,1.773,-19.36,1.581,47.3,992,1.9912
12,2,18,100,150,0,0,30,31.06,1.372,2.033,-21.42,1.45,51.6,2314,1.9897
12,2,8,250,150,50,0,20,30.02,1.37,1.992,-20.68,1.452,51.6,1594,1.9887
15,2,13,100,150,100,0,28,26.62,1.284,1.861,-17.2,1.548,52.7,3226,1.9878
12,2,23,150,150,50,0,35,29.49,1.35,1.965,-20.04,1.472,51.6,1497,1.9865
15,3,13,200,150,50,0,28,28.77,1.351,1.934,-19.56,1.471,50.5,1794,1.9864
10,2,18,200,150,100,0,28,27.5,1.262,1.847,-17.47,1.574,51.6,1213,1.9859
15,3,18,150,200,100,0,33,25.57,1.176,1.617,-15.19,1.684,48.4,1719,1.9805
12,2,18,250,150,50,0,30,29.69,1.375,1.991,-20.64,1.438,49.5,1399,1.9782
12,3,8,150,150,100,0,20,26.48,1.241,1.79,-16.62,1.593,52.7,1659,1.9767
7,2,18,200,200,50,0,25,28.68,1.157,1.678,-16.8,1.707,49.5,674,1.9756
15,2,13,200,200,100,0,28,25.99,1.195,1.631,-15.72,1.653,48.4,1727,1.975
8,3,13,200,200,0,0,21,30.49,1.202,1.718,-18.56,1.643,48.4,805,1.9742
10,4,18,200,200,0,0,28,30.6,1.252,1.746,-19.41,1.577,47.3,989,1.9736
15,2,23,100,150,100,0,38,26.77,1.301,1.882,-17.65,1.517,52.7,2990,1.9733
8,2,8,100,200,0,0,16,30.76,1.222,1.783,-19.09,1.612,45.1,1401,1.9689
7,4,18,150,200,0,0,25,30.52,1.19,1.758,-18.45,1.654,46.2,737,1.9686
12,2,13,200,150,50,0,25,29.5,1.358,1.973,-20.35,1.45,52.7,1464,1.9686
7,2,23,150,200,50,0,30,28.79,1.161,1.684,-16.99,1.695,48.4,712,1.9669
8,2,18,250,150,50,0,26,28.96,1.278,1.926,-18.84,1.537,51.6,901,1.9642
10,4,23,250,200,0,0,33,29.95,1.225,1.713,-18.71,1.601,47.3,964,1.962
7,2,23,200,150,50,0,30,29.14,1.254,1.89,-18.67,1.561,51.6,797,1.958
8,4,23,150,150,50,0,31,27.55,1.196,1.803,-16.83,1.637,49.5,960,1.958
10,2,8,200,150,100,0,18,27.26,1.253,1.821,-17.44,1.563,51.6,1326,1.958
15,2,23,150,200,50,0,38,28.23,1.257,1.691,-18.13,1.557,49.5,1744,1.9577
10,3,23,250,200,0,0,33,29.85,1.224,1.703,-18.67,1.599,47.3,950,1.9575
8,3,18,200,200,0,0,26,30.62,1.218,1.746,-19.06,1.606,47.3,793,1.9561
8,4,13,250,200,0,0,21,30.32,1.196,1.693,-18.54,1.635,48.4,796,1.9561
15,3,13,150,200,100,0,28,25.91,1.195,1.64,-15.84,1.636,48.4,1789,1.956
12,3,18,150,200,100,0,30,25.68,1.145,1.582,-15.04,1.708,47.3,1356,1.9558
15,4,13,250,200,0,0,28,31.06,1.331,1.826,-21.15,1.469,48.4,1503,1.9545
15,3,13,250,150,100,0,28,26.85,1.295,1.912,-17.8,1.509,52.7,1812,1.9544
12,3,23,150,150,50,0,35,29.85,1.373,2.012,-20.98,1.423,51.6,1514,1.9538
15,4,8,200,150,50,0,23,28.4,1.317,1.919,-19.16,1.483,53.8,1893,1.952
8,2,18,150,150,50,0,26,28.95,1.261,1.922,-18.71,1.547,50.5,942,1.9506
8,4,18,150,150,0,0,26,30.88,1.304,1.973,-20.64,1.496,49.5,978,1.9504
15,4,23,150,150,50,0,38,29.13,1.356,2.015,-20.26,1.438,53.8,1864,1.9497
15,2,18,100,150,100,0,33,26.35,1.279,1.85,-17.29,1.524,52.7,3054,1.9492
8,2,13,100,200,0,0,21,30.39,1.209,1.751,-18.86,1.612,46.2,1332,1.949
15,4,8,200,150,100,0,23,27.02,1.302,1.908,-18.05,1.497,52.7,1908,1.9489
8,3,23,250,150,50,0,31,28.33,1.245,1.873,-18.12,1.564,49.5,915,1.9476
8,3,13,150,150,50,0,21,27.74,1.204,1.816,-17.16,1.617,49.5,972,1.9469
8,2,23,150,150,50,0,31,28.72,1.256,1.904,-18.54,1.549,51.6,941,1.9459
12,2,18,150,150,50,0,30,29.44,1.364,1.968,-20.65,1.426,51.6,1514,1.9449
8,4,18,200,150,50,0,26,27.47,1.202,1.811,-16.99,1.617,50.5,922,1.944
10,2,8,150,150,50,0,18,29.78,1.334,2.008,-20.44,1.457,51.6,1343,1.9431
15,3,18,250,150,100,0,33,26.69,1.29,1.889,-17.74,1.505,52.7,1744,1.942
12,2,18,200,150,50,0,30,29.48,1.366,1.97,-20.74,1.421,50.5,1421,1.9417
15,3,23,250,200,0,0,38,30.33,1.297,1.748,-20.27,1.497,50.5,1445,1.9417
15,3,23,150,200,0,0,38,30.73,1.32,1.792,-20.91,1.47,51.6,1661,1.9408
12,3,13,150,150,100,0,25,26.19,1.227,1.786,-16.56,1.581,51.6,1552,1.9403
7,2,8,100,150,0,0,15,30.54,1.259,1.934,-19.86,1.538,48.4,1213,1.9367
15,4,18,100,150,0,0,33,30.05,1.369,2.024,-21.26,1.414,52.7,2871,1.936
7,2,8,150,150,50,0,15,29.5,1.253,1.897,-19.1,1.544,51.6,877,1.9344
10,4,23,200,200,0,0,33,30.3,1.241,1.733,-19.47,1.556,47.3,990,1.9313
10,4,23,150,200,0,0,33,30.21,1.24,1.737,-19.41,1.557,47.3,1063,1.9305
10,2,8,100,200,0,0,18,29.79,1.23,1.715,-19.0,1.568,49.5,1966,1.9294
15,4,13,150,200,0,0,28,30.67,1.311,1.801,-20.85,1.471,49.5,1733,1.929
15,3,8,100,150,0,0,23,30.74,1.398,2.063,-22.29,1.379,52.7,3193,1.9288
15,2,23,250,200,50,0,38,28.05,1.248,1.684,-18.14,1.546,46.2,1472,1.9287
12,4,8,200,200,0,0,20,29.72,1.248,1.737,-19.25,1.544,51.6,1283,1.9281
7,2,13,250,150,50,0,20,28.98,1.239,1.88,-18.64,1.555,52.7,809,1.9265
8,4,8,150,200,0,0,16,30.72,1.217,1.736,-19.42,1.582,47.3,884,1.9252
8,4,13,150,200,0,0,21,30.42,1.203,1.709,-19.04,1.597,48.4,866,1.922
12,2,13,250,200,50,0,25,29.08,1.251,1.683,-18.93,1.536,48.4,1217,1.922
8,4,8,150,150,50,0,16,29.65,1.293,1.952,-19.95,1.486,49.5,1030,1.9216
7,4,18,200,200,0,0,25,30.04,1.169,1.72,-18.28,1.644,47.3,688,1.9211
8,4,18,150,150,50,0,26,27.37,1.179,1.789,-16.82,1.627,49.5,964,1.9189
8,2,8,150,150,50,0,16,29.99,1.314,1.978,-20.54,1.46,49.5,1031,1.9188
15,2,13,150,200,50,0,28,27.94,1.243,1.677,-18.1,1.544,49.5,1974,1.9188
12,2,13,250,200,100,0,25,26.28,1.184,1.617,-16.27,1.616,48.4,1198,1.9138
7,2,8,250,150,50,0,15,29.34,1.251,1.884,-19.21,1.527,51.6,860,1.9103
15,4,18,100,150,100,0,33,27.0,1.306,1.919,-18.49,1.46,51.6,2959,1.9077
15,4,8,150,150,100,0,23,27.2,1.308,1.922,-18.65,1.458,51.6,2130,1.9074
8,3,18,250,200,0,0,26,30.35,1.207,1.732,-19.21,1.58,47.3,771,1.9073
12,2,23,200,150,50,0,35,29.52,1.353,1.965,-20.95,1.409,50.5,1391,1.9053
7,3,18,150,200,0,0,25,30.02,1.17,1.725,-18.45,1.628,47.3,738,1.9044
8,4,13,200,150,50,0,21,27.02,1.183,1.775,-16.79,1.609,50.5,931,1.9036
10,2,23,200,200,0,0,33,29.7,1.239,1.769,-19.34,1.536,46.2,963,1.9033
12,2,13,150,200,50,0,25,28.92,1.242,1.667,-18.89,1.531,48.4,1405,1.9011
12,2,23,250,150,50,0,35,29.43,1.355,1.967,-21.01,1.401,50.5,1384,1.8989
15,3,23,100,150,100,0,38,26.53,1.273,1.854,-17.8,1.491,49.5,3026,1.8975
7,2,13,100,200,0,0,20,30.14,1.17,1.708,-18.61,1.62,46.2,1162,1.8957
8,4,8,250,200,0,0,16,30.23,1.191,1.685,-19.0,1.591,47.3,836,1.8955
12,2,13,250,150,50,0,25,29.3,1.353,1.942,-20.91,1.401,51.6,1455,1.8953
10,2,13,100,200,0,0,23,28.94,1.186,1.664,-18.12,1.597,48.4,1792,1.8943
7,2,13,150,150,50,0,20,28.65,1.218,1.845,-18.43,1.555,52.7,846,1.8941
15,3,18,100,150,100,0,33,26.51,1.275,1.864,-17.85,1.485,49.5,2996,1.8941
15,2,8,150,150,100,0,23,26.37,1.278,1.842,-17.8,1.482,50.5,2608,1.8936
7,2,23,250,200,0,0,30,29.06,1.144,1.671,-17.56,1.655,47.3,683,1.8931
10,2,13,250,200,0,0,23,30.0,1.236,1.726,-19.59,1.531,47.3,982,1.892
12,3,18,200,200,100,0,30,25.08,1.126,1.551,-14.92,1.681,49.5,1193,1.8919
12,3,8,100,150,0,0,20,29.16,1.294,1.91,-19.96,1.461,51.6,2455,1.8904
8,4,18,250,150,0,0,26,30.3,1.28,1.923,-20.54,1.475,50.5,921,1.8888
12,2,23,150,200,50,0,35,28.52,1.223,1.662,-18.48,1.544,46.2,1365,1.8885
8,2,8,200,150,50,0,16,29.98,1.317,1.979,-20.92,1.433,51.6,974,1.8876
15,4,23,200,150,50,0,38,28.92,1.341,1.978,-20.55,1.407,53.8,1703,1.8871
15,4,13,250,200,100,0,28,26.15,1.209,1.666,-16.76,1.561,47.3,1432,1.8865
15,3,13,100,150,100,0,28,26.51,1.269,1.853,-17.85,1.485,49.5,3111,1.8848
7,2,18,150,200,50,0,25,27.4,1.089,1.566,-15.86,1.728,50.5,721,1.8823
15,4,18,150,150,50,0,33,28.71,1.334,1.966,-20.39,1.408,53.8,1881,1.8789
8,2,18,250,200,50,0,26,28.51,1.174,1.667,-17.84,1.598,46.2,742,1.8754
12,3,8,200,200,0,0,20,30.14,1.255,1.739,-20.17,1.494,49.5,1308,1.875
8,2,18,100,150,0,0,26,29.78,1.254,1.939,-19.96,1.492,49.5,1355,1.8703
10,3,23,200,200,0,0,33,29.65,1.214,1.687,-19.26,1.54,47.3,970,1.8693
15,4,18,200,150,50,0,33,28.56,1.323,1.933,-20.21,1.413,53.8,1715,1.8693
8,3,18,150,200,0,0,26,30.37,1.207,1.747,-19.66,1.545,46.2,842,1.8648
8,3,23,150,150,0,0,31,29.73,1.251,1.9,-19.95,1.49,49.5,949,1.8639
8,4,8,200,200,0,0,16,30.61,1.212,1.724,-19.93,1.536,47.3,849,1.8619
15,3,18,200,200,100,0,33,25.93,1.196,1.641,-16.65,1.557,49.5,1493,1.8615
15,4,23,100,150,0,0,38,29.71,1.345,1.982,-21.48,1.383,52.7,2806,1.8609
15,4,8,250,150,50,0,23,28.21,1.318,1.913,-20.0,1.41,53.8,1900,1.859
10,2,18,100,200,0,0,28,28.92,1.186,1.672,-18.45,1.567,48.4,1785,1.8585
12,3,13,150,150,50,0,25,29.24,1.339,1.967,-21.08,1.387,53.8,1560,1.8571
15,4,8,250,200,0,0,23,30.26,1.295,1.789,-21.1,1.434,49.5,1644,1.857
7,3,18,100,150,0,0,25,29.7,1.228,1.863,-19.65,1.512,50.5,1174,1.8564
15,4,18,250,150,50,0,33,28.7,1.352,1.972,-20.92,1.372,53.8,1685,1.8551
10,3,23,150,200,0,0,33,29.81,1.221,1.702,-19.62,1.519,47.3,1052,1.855
15,4,13,100,150,0,0,28,29.67,1.351,1.994,-21.63,1.372,52.7,2923,1.8536
7,3,18,250,200,0,0,25,29.24,1.141,1.666,-18.02,1.623,46.2,675,1.8524
8,4,8,200,150,50,0,16,29.19,1.277,1.929,-20.13,1.45,50.5,991,1.8519
12,3,18,200,150,50,0,30,29.45,1.355,1.993,-21.55,1.367,53.8,1436,1.8517
15,4,8,250,150,100,0,23,26.59,1.282,1.876,-18.45,1.442,52.7,1873,1.8483
12,2,13,200,200,50,0,25,28.71,1.236,1.661,-19.2,1.495,49.5,1251,1.8476
15,4,13,200,150,50,0,28,28.34,1.318,1.923,-20.25,1.399,53.8,1763,1.8446
12,2,18,150,200,50,0,30,28.89,1.239,1.671,-19.41,1.488,46.2,1346,1.8445
8,3,13,250,200,0,0,21,30.05,1.184,1.69,-19.29,1.557,48.4,794,1.8442
12,3,8,250,200,0,0,20,30.18,1.257,1.738,-20.6,1.465,49.5,1290,1.8414
7,2,23,150,200,0,0,30,28.76,1.126,1.65,-17.61,1.633,47.3,746,1.8388
7,3,18,200,200,0,0,25,29.43,1.141,1.671,-18.26,1.612,47.3,692,1.8388
15,4,23,250,150,50,0,38,28.77,1.349,1.971,-21.1,1.363,53.8,1683,1.8386
8,3,8,100,150,0,0,16,30.74,1.289,1.961,-21.56,1.426,48.4,1432,1.8375
10,2,13,150,150,100,0,23,26.53,1.213,1.775,-17.53,1.513,52.7,1320,1.8354
7,2,23,200,200,50,0,30,28.37,1.145,1.654,-17.7,1.603,46.2,665,1.8347
15,2,8,250,200,100,0,23,25.54,1.171,1.583,-16.31,1.566,46.2,1979,1.8339
7,3,13,150,200,0,0,20,28.46,1.112,1.595,-17.27,1.648,48.4,754,1.8334
12,4,8,100,150,0,0,20,29.0,1.285,1.903,-20.35,1.425,52.7,2431,1.8311
15,2,13,250,200,100,0,28,25.09,1.151,1.563,-15.78,1.59,48.4,1669,1.8305
15,4,8,100,150,0,0,23,29.47,1.338,1.965,-21.54,1.368,51.6,3102,1.8301
12,2,23,200,200,50,0,35,28.71,1.235,1.668,-19.38,1.481,49.5,1194,1.8299
12,3,18,150,150,50,0,30,29.0,1.334,1.958,-21.13,1.372,53.8,1531,1.8299
15,2,8,200,150,50,0,23,28.43,1.333,1.935,-20.71,1.372,52.7,2419,1.8294
15,3,8,250,150,100,0,23,26.27,1.26,1.829,-18.09,1.452,52.7,1936,1.8292
7,3,23,250,150,0,0,30,28.93,1.201,1.814,-19.01,1.522,51.6,806,1.8285
15,3,13,250,200,100,0,28,26.21,1.205,1.672,-17.27,1.518,47.3,1481,1.8283
15,3,23,200,200,0,0,38,29.79,1.273,1.713,-20.75,1.436,50.5,1487,1.8276
10,2,13,200,150,100,0,23,26.35,1.211,1.753,-17.46,1.509,51.6,1240,1.827
12,3,23,200,150,50,0,35,29.32,1.347,1.973,-21.62,1.356,52.7,1425,1.8262
10,2,23,250,200,0,0,33,28.94,1.192,1.675,-18.91,1.531,47.3,941,1.8252
15,3,23,250,200,100,0,38,26.04,1.197,1.652,-17.08,1.524,47.3,1418,1.8248
12,2,23,100,150,50,0,35,29.29,1.332,1.953,-21.4,1.369,52.7,2305,1.8236
7,2,23,250,200,50,0,30,28.04,1.131,1.636,-17.39,1.612,46.2,654,1.8233
12,3,23,100,150,50,0,35,29.6,1.354,1.993,-21.98,1.346,52.7,2276,1.8229
12,3,23,250,150,50,0,35,29.47,1.348,1.981,-21.8,1.351,52.7,1388,1.8217
10,2,23,250,150,100,0,33,27.11,1.251,1.812,-18.63,1.455,50.5,1193,1.8206
15,4,18,250,200,100,0,33,25.72,1.184,1.641,-16.75,1.536,48.4,1396,1.8184
7,3,23,150,150,0,0,30,28.62,1.186,1.798,-18.67,1.533,50.5,830,1.8178
7,3,13,100,200,0,0,20,29.91,1.167,1.672,-19.2,1.558,47.3,1163,1.8177
8,2,18,100,200,0,0,26,29.24,1.165,1.679,-18.75,1.559,47.3,1293,1.816
15,4,13,250,150,50,0,28,28.36,1.33,1.923,-20.78,1.365,53.8,1762,1.8148
12,3,18,100,150,50,0,30,29.46,1.346,1.983,-21.86,1.348,52.7,2273,1.814
12,2,23,250,200,50,0,35,28.92,1.236,1.672,-19.72,1.467,48.4,1167,1.8126
15,2,23,100,150,50,0,38,28.46,1.342,1.937,-21.08,1.35,49.5,3033,1.8118
8,4,8,250,150,50,0,16,29.1,1.263,1.897,-20.3,1.434,50.5,979,1.8117
8,4,13,200,200,0,0,21,29.91,1.18,1.667,-19.48,1.536,48.4,814,1.8117
8,2,18,200,150,50,0,26,27.91,1.228,1.85,-18.92,1.475,52.7,906,1.8111
15,3,23,150,200,50,0,38,28.69,1.278,1.753,-20.26,1.416,48.4,1656,1.809
15,4,23,100,150,100,0,38,27.0,1.302,1.903,-19.43,1.39,50.5,2952,1.8088
12,4,8,150,150,50,0,20,28.24,1.268,1.879,-19.81,1.426,53.8,1635,1.808
8,3,8,200,200,50,0,16,29.95,1.231,1.75,-20.42,1.467,48.4,830,1.8053
8,3,13,100,150,0,0,21,30.45,1.269,1.951,-21.45,1.42,48.4,1379,1.8025
10,2,8,200,200,100,0,18,25.91,1.135,1.576,-16.32,1.587,48.4,1127,1.8023
10,2,13,250,150,50,0,23,28.94,1.29,1.911,-20.72,1.397,52.7,1179,1.8014
7,4,8,150,200,0,0,15,28.28,1.101,1.603,-17.29,1.635,46.2,774,1.8008
7,2,13,100,150,0,0,20,29.93,1.231,1.877,-20.48,1.462,48.4,1182,1.8002
15,2,13,200,200,50,0,28,27.94,1.241,1.666,-19.27,1.45,49.5,1745,1.7987
7,3,8,200,200,0,0,15,29.38,1.146,1.682,-18.72,1.57,47.3,745,1.7986
7,3,8,150,200,0,0,15,28.13,1.093,1.59,-17.11,1.645,46.2,775,1.7969
8,4,23,200,150,50,0,31,27.43,1.208,1.804,-18.44,1.487,50.5,917,1.7961
12,3,18,100,150,0,0,30,28.87,1.275,1.884,-20.5,1.408,52.7,2245,1.7954
7,4,23,150,150,0,0,30,28.43,1.179,1.784,-18.67,1.523,50.5,836,1.795
