effective_date,ticker,sector
2009-03-27,UNIONBANK,Financial Services
2009-03-27,UNITDSPR,Fast Moving Consumer Goods
2009-03-27,UNITECH,Realty
2009-03-27,VEDL,Metals & Mining
2009-03-27,VMM,Consumer Services
2009-03-27,VOLTAS,Consumer Durables
2009-03-27,WAAREEENER,Capital Goods
2009-03-27,WELCORP,Metals & Mining
2009-03-27,WIPRO,Information Technology
2009-03-27,WOCKHARDT,Healthcare
2009-03-27,YESBANK,Financial Services
2009-03-27,ZEEL,Media
2009-03-27,ZYDUSLIFE,Healthcare
2009-06-17,360ONE,Financial Services
2009-06-17,3MINDIA,Diversified
2009-06-17,63MOONS,Information Technology
2009-06-17,ABAN,Oil Gas & Consumable Fuels
2009-06-17,ABCAPITAL,Financial Services
2009-06-17,ACC,Construction Materials
2009-06-17,ADANIENT,Metals & Mining
2009-06-17,ADANIPORTS,Services
2009-06-17,AIIL,Financial Services
2009-06-17,AKZOINDIA,Chemicals
2009-06-17,AMBUJACEM,Construction Materials
2009-06-17,AMTEKAUTO,Automobile and Auto Components
2009-06-17,ANANTRAJ,Realty
2009-06-17,ANTHEM,Healthcare
2009-06-17,APLAPOLLO,Capital Goods
2009-06-17,APOLLOHOSP,Healthcare
2009-06-17,APOLLOTYRE,Automobile and Auto Components
2009-06-17,ASHOKLEY,Capital Goods
2009-06-17,ASIANPAINT,Consumer Durables
2009-06-17,AUROPHARMA,Healthcare
2009-06-17,AWL,Fast Moving Consumer Goods
2009-06-17,AXISBANK,Financial Services
2009-06-17,BAJAJ-AUTO,Automobile and Auto Components
2009-06-17,BAJAJFINSV,Financial Services
2009-06-17,BAJAJHIND,Fast Moving Consumer Goods
2009-06-17,BAJAJHLDNG,Financial Services
2009-06-17,BALRAMCHIN,Fast Moving Consumer Goods
2009-06-17,BANKINDIA,Financial Services
2009-06-17,BDL,Capital Goods
2009-06-17,BEL,Capital Goods
2009-06-17,BEML,Capital Goods
2009-06-17,BF-UTIL,Capital Goods
2009-06-17,BHARATFORG,Automobile and Auto Components
2009-06-17,BHARTIHEXA,Telecommunication
2009-06-17,BHEL,Capital Goods
2009-06-17,BHUSHAN,Metals & Mining
2009-06-17,BIOCON,Healthcare
2009-06-17,BLUESTARCO,Consumer Durables
2009-06-17,BOMBAYDYEING,Textiles
2009-06-17,BOSCHLTD,Automobile and Auto Components
2009-06-17,BPCL,Oil Gas & Consumable Fuels
2009-06-17,BRITANNIA,Fast Moving Consumer Goods
2009-06-17,BSE,Financial Services
2009-06-17,CANBK,Financial Services
2009-06-17,CASTROLIND,Oil Gas & Consumable Fuels
2009-06-17,CENTURYTEX,Textiles
2009-06-17,CGPOWER,Capital Goods
2009-06-17,CHAMBLFERT,Chemicals
2009-06-17,CIPLA,Healthcare
2009-06-17,COCHINSHIP,Capital Goods
2009-06-17,COFORGE,Information Technology
2009-06-17,COLPAL,Fast Moving Consumer Goods
2009-06-17,CONCOR,Services
2009-06-17,CUMMINSIND,Capital Goods
2009-06-17,DABUR,Fast Moving Consumer Goods
2009-06-17,DCHL,Media
2009-06-17,DISHMAN,Chemicals
2009-06-17,DISHTV,Media
2009-06-17,DIVISLAB,Healthcare
2009-06-17,DIXON,Consumer Durables
2009-06-17,DLF,Realty
2009-06-17,DRREDDY,Healthcare
2009-06-17,EDUCOMP,Consumer Services
2009-06-17,ENRIN,Capital Goods
2009-06-17,ESSAR,Services
2009-06-17,ETERNAL,Consumer Services
2009-06-17,EXIDEIND,Automobile and Auto Components
2009-06-17,FEL,Textiles
2009-06-17,FLUOROCHEM,Chemicals
2009-06-17,GEPIL,Capital Goods
2009-06-17,GESHIP,Services
2009-06-17,GLAXO,Healthcare
2009-06-17,GMRAIRPORT,Services
2009-06-17,GNFC,Chemicals
2009-06-17,GODREJCP,Fast Moving Consumer Goods
2009-06-17,GODREJIND,Diversified
2009-06-17,GOLOFFSHORE,Oil Gas & Consumable Fuels
2009-06-17,GRASIM,Construction Materials
2009-06-17,GROWW,Financial Services
2009-06-17,GTL,Information Technology
2009-06-17,GUJGASLTD,Oil Gas & Consumable Fuels
2009-06-17,GUJNRECOKE,Metals & Mining
2009-06-17,GVT&D,Capital Goods
2009-06-17,HCC,Construction
2009-06-17,HCLINSYS,Information Technology
2009-06-17,HCLTECH,Information Technology
2009-06-17,HDBFS,Financial Services
2009-06-17,HDIL,Realty
2009-06-17,HEROMOTOCO,Automobile and Auto Components
2009-06-17,HINDALCO,Metals & Mining
2009-06-17,HINDPETRO,Oil Gas & Consumable Fuels
2009-06-17,HINDUNILVR,Fast Moving Consumer Goods
2009-06-17,HINDUSTANUNILVR,Fast Moving Consumer Goods
2009-06-17,HMT,Capital Goods
2009-06-17,HTMEDIA,Media
2009-06-17,HUBTOWN,Realty
2009-06-17,HUDCO,Financial Services
2009-06-17,HYUNDAI,Automobile and Auto Components
2009-06-17,IBREALEST,Realty
2009-06-17,ICICIAMC,Financial Services
2009-06-17,ICICIBANK,Financial Services
2009-06-17,IDEA,Telecommunication
2009-06-17,IDFCFIRSTB,Financial Services
2009-06-17,IIFL,Financial Services
2009-06-17,ILFSENGINE,Construction
2009-06-17,INDHOTEL,Consumer Services
2009-06-17,INDIACEM,Construction Materials
2009-06-17,INDIANB,Financial Services
2009-06-17,INDUSTOWER,Telecommunication
2009-06-17,INFY,Information Technology
2009-06-17,IOB,Financial Services
2009-06-17,IRB,Construction
2009-06-17,IREDA,Financial Services
2009-06-17,ITCHOTELS,Consumer Services
2009-06-17,IVRCL,Capital Goods
2009-06-17,J&KBANK,Financial Services
2009-06-17,JAICORP,Diversified
2009-06-17,JETAIRWAYS,Services
2009-06-17,JINDALSTEL,Metals & Mining
2009-06-17,JIOFIN,Financial Services
2009-06-17,JISLJALEQS,Capital Goods
2009-06-17,JMFINANCIL,Financial Services
2009-06-17,JPASSOCIAT,Construction
2009-06-17,JPPOWER,Power
2009-06-17,JSL,Metals & Mining
2009-06-17,JSWINFRA,Services
2009-06-17,JSWSTEEL,Metals & Mining
2009-06-17,KALPATPOWR,Capital Goods
2009-06-17,KALYANKJIL,Consumer Durables
2009-06-17,KANSAINER,Consumer Durables
2009-06-17,KEI,Capital Goods
2009-06-17,KIRLOSBROS,Capital Goods
2009-06-17,KOTAKBANK,Financial Services
2009-06-17,KPRMILL,Textiles
2009-06-17,KSK,Power
2009-06-17,KTKBANK,Financial Services
2009-06-17,LAURUSLABS,Healthcare
2009-06-17,LENSKART,Consumer Services
2009-06-17,LGEINDIA,Consumer Durables
2009-06-17,LICI,Financial Services
2009-06-17,LITL,Capital Goods
2009-06-17,LLOYDSME,Metals & Mining
2009-06-17,LODHA,Realty
2009-06-17,LUPIN,Healthcare
2009-06-17,M&M,Automobile and Auto Components
2009-06-17,M&MFIN,Financial Services
2009-06-17,MAHABANK,Financial Services
2009-06-17,MAHLIFE,Realty
2009-06-17,MAHSEAMLES,Metals & Mining
2009-06-17,MANKIND,Healthcare
2009-06-17,MARICO,Fast Moving Consumer Goods
2009-06-17,MARUTI,Automobile and Auto Components
2009-06-17,MAXHEALTH,Healthcare
2009-06-17,MAZDOCK,Capital Goods
2009-06-17,MCX,Financial Services
2009-06-17,MEDANTA,Healthcare
2009-06-17,MFSL,Financial Services
2009-06-17,MOSERBAER,Information Technology
2009-06-17,MOTHERSON,Automobile and Auto Components
2009-06-17,MPHASIS,Information Technology
2009-06-17,MRF,Automobile and Auto Components
2009-06-17,MTNL,Telecommunication
2009-06-17,NATIONALUM,Metals & Mining
2009-06-17,NMDC,Metals & Mining
2009-06-17,NTPC,Power
2009-06-17,NTPCGREEN,Power
2009-06-17,NYKAA,Consumer Services
2009-06-17,OFSS,Information Technology
2009-06-17,OMAXE,Realty
2009-06-17,ONGC,Oil Gas & Consumable Fuels
2009-06-17,PAGEIND,Textiles
2009-06-17,PANACEABIO,Healthcare
2009-06-17,PATANJALI,Fast Moving Consumer Goods
2009-06-17,PAYTM,Financial Services
2009-06-17,PETRONET,Oil Gas & Consumable Fuels
2009-06-17,PFC,Financial Services
2009-06-17,PHOENIXLTD,Realty
2009-06-17,PIDILITIND,Chemicals
2009-06-17,PNB,Financial Services
2009-06-17,POLICYBZR,Financial Services
2009-06-17,POWERGRID,Power
2009-06-17,POWERINDIA,Capital Goods
2009-06-17,PREMIERENE,Capital Goods
2009-06-17,PUNJLLOYD,Capital Goods
2009-06-17,PURVA,Realty
2009-06-17,RADICO,Fast Moving Consumer Goods
2009-06-17,RAMCOCEM,Construction Materials
2009-06-17,RCF,Chemicals
2009-06-17,RCOM,Telecommunication
2009-06-17,RECLTD,Financial Services
2009-06-17,RELCAPITAL,Financial Services
2009-06-17,RELIANCE,Oil Gas & Consumable Fuels
2009-06-17,RENUKA,Fast Moving Consumer Goods
2009-06-17,RNRL,Oil Gas & Consumable Fuels
2009-06-17,RPOWER,Power
2009-06-17,RVNL,Construction
2009-06-17,SAIL,Metals & Mining
2009-06-17,SHREECEM,Construction Materials
2009-06-17,SIEMENS,Capital Goods
2009-06-17,SOBHA,Realty
2009-06-17,SOLARINDS,Chemicals
2009-06-17,STERLINBIO,Healthcare
2009-06-17,SUNPHARMA,Healthcare
2009-06-17,SUZLON,Capital Goods
2009-06-17,SWIGGY,Consumer Services
2009-06-17,TATACAP,Financial Services
2009-06-17,TATACOMM,Telecommunication
2009-06-17,TATACONSUM,Fast Moving Consumer Goods
2009-06-17,TATAINVEST,Financial Services
2009-06-17,TATAPOWER,Power
2009-06-17,TATASTEEL,Metals & Mining
2009-06-17,TCS,Information Technology
2009-06-17,TECHM,Information Technology
2009-06-17,THERMAX,Capital Goods
2009-06-17,TITAN,Consumer Durables
2009-06-17,TMPV,Automobile and Auto Components
2009-06-17,TORNTPOWER,Power
2009-06-17,TTML,Telecommunication
2009-06-17,TV18BRDCST,Media
2009-06-17,UBL,Fast Moving Consumer Goods
2009-06-17,UCOBANK,Financial Services
2009-06-17,ULTRACEMCO,Construction Materials
2009-06-17,UNIONBANK,Financial Services
2009-06-17,UNITDSPR,Fast Moving Consumer Goods
2009-06-17,UNITECH,Realty
2009-06-17,VEDL,Metals & Mining
2009-06-17,VMM,Consumer Services
2009-06-17,VOLTAS,Consumer Durables
2009-06-17,WAAREEENER,Capital Goods
2009-06-17,WELCORP,Metals & Mining
2009-06-17,WIPRO,Information Technology
2009-06-17,WOCKHARDT,Healthcare
2009-06-17,YESBANK,Financial Services
2009-06-17,ZEEL,Media
2009-06-17,ZYDUSLIFE,Healthcare
2009-10-22,360ONE,Financial Services
2009-10-22,3MINDIA,Diversified
2009-10-22,63MOONS,Information Technology
2009-10-22,ABAN,Oil Gas & Consumable Fuels
2009-10-22,ABCAPITAL,Financial Services
2009-10-22,ACC,Construction Materials
2009-10-22,ADANIENT,Metals & Mining
2009-10-22,ADANIPORTS,Services
2009-10-22,AIIL,Financial Services
2009-10-22,AKZOINDIA,Chemicals
2009-10-22,AMBUJACEM,Construction Materials
2009-10-22,AMTEKAUTO,Automobile and Auto Components
2009-10-22,ANANTRAJ,Realty
2009-10-22,ANTHEM,Healthcare
2009-10-22,APLAPOLLO,Capital Goods
2009-10-22,APOLLOHOSP,Healthcare
2009-10-22,APOLLOTYRE,Automobile and Auto Components
2009-10-22,ASHOKLEY,Capital Goods
2009-10-22,ASIANPAINT,Consumer Durables
2009-10-22,AUROPHARMA,Healthcare
2009-10-22,AWL,Fast Moving Consumer Goods
2009-10-22,AXISBANK,Financial Services
2009-10-22,BAJAJ-AUTO,Automobile and Auto Components
2009-10-22,BAJAJFINSV,Financial Services
2009-10-22,BAJAJHIND,Fast Moving Consumer Goods
2009-10-22,BAJAJHLDNG,Financial Services
2009-10-22,BALRAMCHIN,Fast Moving Consumer Goods
2009-10-22,BANKINDIA,Financial Services
2009-10-22,BDL,Capital Goods
2009-10-22,BEL,Capital Goods
2009-10-22,BEML,Capital Goods
2009-10-22,BHARATFORG,Automobile and Auto Components
2009-10-22,BHARTIHEXA,Telecommunication
2009-10-22,BHEL,Capital Goods
2009-10-22,BHUSHAN,Metals & Mining
2009-10-22,BIOCON,Healthcare
2009-10-22,BLUESTARCO,Consumer Durables
2009-10-22,BOSCHLTD,Automobile and Auto Components
2009-10-22,BPCL,Oil Gas & Consumable Fuels
2009-10-22,BSE,Financial Services
2009-10-22,CANBK,Financial Services
2009-10-22,CASTROLIND,Oil Gas & Consumable Fuels
2009-10-22,CENTURYTEX,Textiles
2009-10-22,CGPOWER,Capital Goods
2009-10-22,CHAMBLFERT,Chemicals
2009-10-22,CIPLA,Healthcare
2009-10-22,COCHINSHIP,Capital Goods
2009-10-22,COFORGE,Information Technology
2009-10-22,COLPAL,Fast Moving Consumer Goods
2009-10-22,CONCOR,Services
2009-10-22,CRISIL,Financial Services
2009-10-22,CUMMINSIND,Capital Goods
2009-10-22,DABUR,Fast Moving Consumer Goods
2009-10-22,DCHL,Media
2009-10-22,DISHMAN,Chemicals
2009-10-22,DISHTV,Media
2009-10-22,DIVISLAB,Healthcare
2009-10-22,DIXON,Consumer Durables
2009-10-22,DLF,Realty
2009-10-22,DRREDDY,Healthcare
2009-10-22,EDUCOMP,Consumer Services
2009-10-22,ENRIN,Capital Goods
2009-10-22,ESSAR,Services
2009-10-22,ETERNAL,Consumer Services
2009-10-22,EXIDEIND,Automobile and Auto Components
2009-10-22,FEL,Textiles
2009-10-22,FLUOROCHEM,Chemicals
2009-10-22,FORTIS,Healthcare
2009-10-22,GEPIL,Capital Goods
2009-10-22,GESHIP,Services
2009-10-22,GLAXO,Healthcare
2009-10-22,GMRAIRPORT,Services
2009-10-22,GNFC,Chemicals
2009-10-22,GODREJCP,Fast Moving Consumer Goods
2009-10-22,GODREJIND,Diversified
2009-10-22,GOLOFFSHORE,Oil Gas & Consumable Fuels
2009-10-22,GRASIM,Construction Materials
2009-10-22,GROWW,Financial Services
2009-10-22,GTL,Information Technology
2009-10-22,GUJGASLTD,Oil Gas & Consumable Fuels
2009-10-22,GUJNRECOKE,Metals & Mining
2009-10-22,GVT&D,Capital Goods
2009-10-22,HCC,Construction
2009-10-22,HCLINSYS,Information Technology
2009-10-22,HCLTECH,Information Technology
2009-10-22,HDBFS,Financial Services
2009-10-22,HDIL,Realty
2009-10-22,HEROMOTOCO,Automobile and Auto Components
2009-10-22,HINDALCO,Metals & Mining
2009-10-22,HINDPETRO,Oil Gas & Consumable Fuels
2009-10-22,HINDUNILVR,Fast Moving Consumer Goods
2009-10-22,HINDUSTANUNILVR,Fast Moving Consumer Goods
2009-10-22,HMT,Capital Goods
2009-10-22,HTMEDIA,Media
2009-10-22,HUBTOWN,Realty
2009-10-22,HUDCO,Financial Services
2009-10-22,HYUNDAI,Automobile and Auto Components
2009-10-22,IBREALEST,Realty
2009-10-22,ICICIAMC,Financial Services
2009-10-22,ICICIBANK,Financial Services
2009-10-22,IDEA,Telecommunication
2009-10-22,IDFCFIRSTB,Financial Services
2009-10-22,IIFL,Financial Services
2009-10-22,INDHOTEL,Consumer Services
2009-10-22,INDIACEM,Construction Materials
2009-10-22,INDIANB,Financial Services
2009-10-22,INDUSTOWER,Telecommunication
2009-10-22,INFY,Information Technology
2009-10-22,IOB,Financial Services
2009-10-22,IRB,Construction
2009-10-22,IREDA,Financial Services
2009-10-22,ITCHOTELS,Consumer Services
2009-10-22,IVRCL,Capital Goods
2009-10-22,J&KBANK,Financial Services
2009-10-22,JAGRAN,Media
2009-10-22,JAICORP,Diversified
2009-10-22,JETAIRWAYS,Services
2009-10-22,JINDALSTEL,Metals & Mining
2009-10-22,JIOFIN,Financial Services
2009-10-22,JISLJALEQS,Capital Goods
2009-10-22,JMFINANCIL,Financial Services
2009-10-22,JPASSOCIAT,Construction
2009-10-22,JPPOWER,Power
2009-10-22,JSL,Metals & Mining
2009-10-22,JSWINFRA,Services
2009-10-22,JSWSTEEL,Metals & Mining
2009-10-22,KALPATPOWR,Capital Goods
2009-10-22,KALYANKJIL,Consumer Durables
2009-10-22,KEI,Capital Goods
2009-10-22,KOTAKBANK,Financial Services
2009-10-22,KPRMILL,Textiles
2009-10-22,KSK,Power
2009-10-22,KTKBANK,Financial Services
2009-10-22,LAURUSLABS,Healthcare
2009-10-22,LENSKART,Consumer Services
2009-10-22,LGEINDIA,Consumer Durables
2009-10-22,LICI,Financial Services
2009-10-22,LITL,Capital Goods
2009-10-22,LLOYDSME,Metals & Mining
2009-10-22,LODHA,Realty
2009-10-22,LUPIN,Healthcare
2009-10-22,M&M,Automobile and Auto Components
2009-10-22,M&MFIN,Financial Services
2009-10-22,MAHABANK,Financial Services
2009-10-22,MAHSEAMLES,Metals & Mining
2009-10-22,MANKIND,Healthcare
2009-10-22,MARICO,Fast Moving Consumer Goods
2009-10-22,MARUTI,Automobile and Auto Components
2009-10-22,MAXHEALTH,Healthcare
2009-10-22,MAZDOCK,Capital Goods
2009-10-22,MCX,Financial Services
2009-10-22,MEDANTA,Healthcare
2009-10-22,MFSL,Financial Services
2009-10-22,MOSERBAER,Information Technology
2009-10-22,MOTHERSON,Automobile and Auto Components
2009-10-22,MPHASIS,Information Technology
2009-10-22,MRF,Automobile and Auto Components
2009-10-22,MTNL,Telecommunication
2009-10-22,NATIONALUM,Metals & Mining
2009-10-22,NFL,Chemicals
2009-10-22,NLCINDIA,Power
2009-10-22,NMDC,Metals & Mining
2009-10-22,NTPC,Power
2009-10-22,NTPCGREEN,Power
2009-10-22,NYKAA,Consumer Services
2009-10-22,OFSS,Information Technology
2009-10-22,OMAXE,Realty
2009-10-22,ONGC,Oil Gas & Consumable Fuels
2009-10-22,ONMOBILE,Information Technology
2009-10-22,OPTOCIRCUI,Healthcare
2009-10-22,PAGEIND,Textiles
2009-10-22,PATANJALI,Fast Moving Consumer Goods
2009-10-22,PAYTM,Financial Services
2009-10-22,PETRONET,Oil Gas & Consumable Fuels
2009-10-22,PFC,Financial Services
2009-10-22,PHOENIXLTD,Realty
2009-10-22,PIDILITIND,Chemicals
2009-10-22,PNB,Financial Services
2009-10-22,POLICYBZR,Financial Services
2009-10-22,POWERGRID,Power
2009-10-22,POWERINDIA,Capital Goods
2009-10-22,PREMIERENE,Capital Goods
2009-10-22,PUNJLLOYD,Capital Goods
2009-10-22,PURVA,Realty
2009-10-22,RADICO,Fast Moving Consumer Goods
2009-10-22,RAMCOCEM,Construction Materials
2009-10-22,RCF,Chemicals
2009-10-22,RCOM,Telecommunication
2009-10-22,RECLTD,Financial Services
2009-10-22,REIAGRO,Consumer Services
2009-10-22,RELCAPITAL,Financial Services
2009-10-22,RELIANCE,Oil Gas & Consumable Fuels
2009-10-22,RENUKA,Fast Moving Consumer Goods
2009-10-22,RNRL,Oil Gas & Consumable Fuels
2009-10-22,RPOWER,Power
2009-10-22,RVNL,Construction
2009-10-22,SAIL,Metals & Mining
2009-10-22,SHREECEM,Construction Materials
2009-10-22,SIEMENS,Capital Goods
2009-10-22,SOBHA,Realty
2009-10-22,SOLARINDS,Chemicals
2009-10-22,STERLINBIO,Healthcare
2009-10-22,SUNPHARMA,Healthcare
2009-10-22,SUZLON,Capital Goods
2009-10-22,SWIGGY,Consumer Services
2009-10-22,TATACAP,Financial Services
2009-10-22,TATACOMM,Telecommunication
2009-10-22,TATACONSUM,Fast Moving Consumer Goods
2009-10-22,TATAINVEST,Financial Services
2009-10-22,TATAPOWER,Power
2009-10-22,TATASTEEL,Metals & Mining
2009-10-22,TCS,Information Technology
2009-10-22,TECHM,Information Technology
2009-10-22,THERMAX,Capital Goods
2009-10-22,TITAN,Consumer Durables
2009-10-22,TMPV,Automobile and Auto Components
2009-10-22,TORNTPOWER,Power
2009-10-22,TRIVENI,Fast Moving Consumer Goods
2009-10-22,TTML,Telecommunication
2009-10-22,UBL,Fast Moving Consumer Goods
2009-10-22,UCOBANK,Financial Services
2009-10-22,ULTRACEMCO,Construction Materials
2009-10-22,UNIONBANK,Financial Services
2009-10-22,UNITDSPR,Fast Moving Consumer Goods
2009-10-22,UNITECH,Realty
2009-10-22,VEDL,Metals & Mining
2009-10-22,VMM,Consumer Services
2009-10-22,VOLTAS,Consumer Durables
2009-10-22,WAAREEENER,Capital Goods
2009-10-22,WELCORP,Metals & Mining
2009-10-22,WIPRO,Information Technology
2009-10-22,WOCKHARDT,Healthcare
2009-10-22,YESBANK,Financial Services
2009-10-22,ZEEL,Media
2009-10-22,ZYDUSLIFE,Healthcare
2010-04-08,360ONE,Financial Services
2010-04-08,63MOONS,Information Technology
2010-04-08,ABAN,Oil Gas & Consumable Fuels
2010-04-08,ABCAPITAL,Financial Services
2010-04-08,ACC,Construction Materials
2010-04-08,ADANIENT,Metals & Mining
2010-04-08,ADANIPORTS,Services
2010-04-08,ADANIPOWER,Power
2010-04-08,AIAENG,Capital Goods
2010-04-08,AIIL,Financial Services
2010-04-08,AMBUJACEM,Construction Materials
2010-04-08,AMTEKAUTO,Automobile and Auto Components
2010-04-08,ANANTRAJ,Realty
2010-04-08,ANTHEM,Healthcare
2010-04-08,APLAPOLLO,Capital Goods
2010-04-08,APOLLOHOSP,Healthcare
2010-04-08,APOLLOTYRE,Automobile and Auto Components
2010-04-08,ASHOKLEY,Capital Goods
2010-04-08,ASIANPAINT,Consumer Durables
2010-04-08,AUROPHARMA,Healthcare
2010-04-08,AWL,Fast Moving Consumer Goods
2010-04-08,AXISBANK,Financial Services
2010-04-08,BAJAJ-AUTO,Automobile and Auto Components
2010-04-08,BAJAJFINSV,Financial Services
2010-04-08,BAJAJHIND,Fast Moving Consumer Goods
2010-04-08,BAJAJHLDNG,Financial Services
2010-04-08,BALRAMCHIN,Fast Moving Consumer Goods
2010-04-08,BANKINDIA,Financial Services
2010-04-08,BDL,Capital Goods
2010-04-08,BEL,Capital Goods
2010-04-08,BEML,Capital Goods
2010-04-08,BGRENERGY,Capital Goods
2010-04-08,BHARATFORG,Automobile and Auto Components
2010-04-08,BHARTIHEXA,Telecommunication
2010-04-08,BHEL,Capital Goods
2010-04-08,BHUSHAN,Metals & Mining
2010-04-08,BIOCON,Healthcare
2010-04-08,BLUESTARCO,Consumer Durables
2010-04-08,BOSCHLTD,Automobile and Auto Components
2010-04-08,BPCL,Oil Gas & Consumable Fuels
2010-04-08,BSE,Financial Services
2010-04-08,CANBK,Financial Services
2010-04-08,CASTROLIND,Oil Gas & Consumable Fuels
2010-04-08,CENTURYTEX,Textiles
2010-04-08,CGPOWER,Capital Goods
2010-04-08,CHAMBLFERT,Chemicals
2010-04-08,CIPLA,Healthcare
2010-04-08,COCHINSHIP,Capital Goods
2010-04-08,COFORGE,Information Technology
2010-04-08,COLPAL,Fast Moving Consumer Goods
2010-04-08,CONCOR,Services
2010-04-08,CRISIL,Financial Services
2010-04-08,CUMMINSIND,Capital Goods
2010-04-08,DABUR,Fast Moving Consumer Goods
2010-04-08,DCHL,Media
2010-04-08,DISHTV,Media
2010-04-08,DIVISLAB,Healthcare
2010-04-08,DIXON,Consumer Durables
2010-04-08,DLF,Realty
2010-04-08,DRREDDY,Healthcare
2010-04-08,EDUCOMP,Consumer Services
2010-04-08,EIDPARRY,Fast Moving Consumer Goods
2010-04-08,ENRIN,Capital Goods
2010-04-08,ESSAR,Services
2010-04-08,ETERNAL,Consumer Services
2010-04-08,EXIDEIND,Automobile and Auto Components
2010-04-08,FORTIS,Healthcare
2010-04-08,GEPIL,Capital Goods
2010-04-08,GESHIP,Services
2010-04-08,GLAXO,Healthcare
2010-04-08,GMRAIRPORT,Services
2010-04-08,GODREJCP,Fast Moving Consumer Goods
2010-04-08,GODREJIND,Diversified
2010-04-08,GROWW,Financial Services
2010-04-08,GTL,Information Technology
2010-04-08,GUJGASLTD,Oil Gas & Consumable Fuels
2010-04-08,GUJNRECOKE,Metals & Mining
2010-04-08,GVT&D,Capital Goods
2010-04-08,HCC,Construction
2010-04-08,HCLINSYS,Information Technology
2010-04-08,HCLTECH,Information Technology
2010-04-08,HDBFS,Financial Services
2010-04-08,HDIL,Realty
2010-04-08,HEROMOTOCO,Automobile and Auto Components
2010-04-08,HINDALCO,Metals & Mining
2010-04-08,HINDPETRO,Oil Gas & Consumable Fuels
2010-04-08,HINDUNILVR,Fast Moving Consumer Goods
2010-04-08,HINDUSTANUNILVR,Fast Moving Consumer Goods
2010-04-08,HMT,Capital Goods
2010-04-08,HTMEDIA,Media
2010-04-08,HUBTOWN,Realty
2010-04-08,HUDCO,Financial Services
2010-04-08,HYUNDAI,Automobile and Auto Components
2010-04-08,IBREALEST,Realty
2010-04-08,ICICIAMC,Financial Services
2010-04-08,ICICIBANK,Financial Services
2010-04-08,IDEA,Telecommunication
2010-04-08,IDFCFIRSTB,Financial Services
2010-04-08,IIFL,Financial Services
2010-04-08,INDHOTEL,Consumer Services
2010-04-08,INDIACEM,Construction Materials
2010-04-08,INDIANB,Financial Services
2010-04-08,INDUSTOWER,Telecommunication
2010-04-08,INFY,Information Technology
2010-04-08,IOB,Financial Services
2010-04-08,IOC,Oil Gas & Consumable Fuels
2010-04-08,IRB,Construction
2010-04-08,IREDA,Financial Services
2010-04-08,ITCHOTELS,Consumer Services
2010-04-08,IVRCL,Capital Goods
2010-04-08,J&KBANK,Financial Services
2010-04-08,JAGRAN,Media
2010-04-08,JAICORP,Diversified
2010-04-08,JETAIRWAYS,Services
2010-04-08,JINDALSTEL,Metals & Mining
2010-04-08,JIOFIN,Financial Services
2010-04-08,JISLJALEQS,Capital Goods
2010-04-08,JMFINANCIL,Financial Services
2010-04-08,JPASSOCIAT,Construction
2010-04-08,JPPOWER,Power
2010-04-08,JSL,Metals & Mining
2010-04-08,JSWINFRA,Services
2010-04-08,JSWSTEEL,Metals & Mining
2010-04-08,KALPATPOWR,Capital Goods
2010-04-08,KALYANKJIL,Consumer Durables
2010-04-08,KEI,Capital Goods
2010-04-08,KOTAKBANK,Financial Services
2010-04-08,KPRMILL,Textiles
2010-04-08,KSK,Power
2010-04-08,LAURUSLABS,Healthcare
2010-04-08,LENSKART,Consumer Services
2010-04-08,LGEINDIA,Consumer Durables
2010-04-08,LICI,Financial Services
2010-04-08,LITL,Capital Goods
2010-04-08,LLOYDSME,Metals & Mining
2010-04-08,LODHA,Realty
2010-04-08,LUPIN,Healthcare
2010-04-08,M&M,Automobile and Auto Components
2010-04-08,M&MFIN,Financial Services
2010-04-08,MAHABANK,Financial Services
2010-04-08,MAHSEAMLES,Metals & Mining
2010-04-08,MANKIND,Healthcare
2010-04-08,MARICO,Fast Moving Consumer Goods
2010-04-08,MARUTI,Automobile and Auto Components
2010-04-08,MAXHEALTH,Healthcare
2010-04-08,MAZDOCK,Capital Goods
2010-04-08,MCX,Financial Services
2010-04-08,MEDANTA,Healthcare
2010-04-08,MFSL,Financial Services
2010-04-08,MHRIL,Consumer Services
2010-04-08,MOTHERSON,Automobile and Auto Components
2010-04-08,MPHASIS,Information Technology
2010-04-08,MRF,Automobile and Auto Components
2010-04-08,MTNL,Telecommunication
2010-04-08,NATIONALUM,Metals & Mining
2010-04-08,NBVENTURES,Power
2010-04-08,NFL,Chemicals
2010-04-08,NHPC,Power
2010-04-08,NLCINDIA,Power
2010-04-08,NMDC,Metals & Mining
2010-04-08,NTPC,Power
2010-04-08,NTPCGREEN,Power
2010-04-08,NYKAA,Consumer Services
2010-04-08,OFSS,Information Technology
2010-04-08,OIL,Oil Gas & Consumable Fuels
2010-04-08,ONGC,Oil Gas & Consumable Fuels
2010-04-08,ONMOBILE,Information Technology
2010-04-08,OPTOCIRCUI,Healthcare
2010-04-08,PATANJALI,Fast Moving Consumer Goods
2010-04-08,PAYTM,Financial Services
2010-04-08,PETRONET,Oil Gas & Consumable Fuels
2010-04-08,PFC,Financial Services
2010-04-08,PHOENIXLTD,Realty
2010-04-08,PIDILITIND,Chemicals
2010-04-08,PNB,Financial Services
2010-04-08,POLICYBZR,Financial Services
