effective_date,ticker,sector
2005-09-26,360ONE,Financial Services
2005-09-26,3MINDIA,Diversified
2005-09-26,ABAN,Oil Gas & Consumable Fuels
2005-09-26,ABCAPITAL,Financial Services
2005-09-26,ACC,Construction Materials
2005-09-26,ADANIENT,Metals & Mining
2005-09-26,AIIL,Financial Services
2005-09-26,AKZOINDIA,Chemicals
2005-09-26,ALEMBICLTD,Healthcare
2005-09-26,ALFALAVAL,Capital Goods
2005-09-26,ALOKINDS,Textiles
2005-09-26,AMBUJACEM,Construction Materials
2005-09-26,AMTEKAUTO,Automobile and Auto Components
2005-09-26,ANTHEM,Healthcare
2005-09-26,APLAPOLLO,Capital Goods
2005-09-26,APOLLOHOSP,Healthcare
2005-09-26,APOLLOTYRE,Automobile and Auto Components
2005-09-26,ARVIND,Textiles
2005-09-26,ASAHIINDIA,Consumer Durables
2005-09-26,ASHOKLEY,Capital Goods
2005-09-26,ASIANHOTNR,Consumer Services
2005-09-26,ASIANPAINT,Consumer Durables
2005-09-26,ASTRAZEN,Healthcare
2005-09-26,AUROPHARMA,Healthcare
2005-09-26,AWL,Fast Moving Consumer Goods
2005-09-26,AXISBANK,Financial Services
2005-09-26,BAJAJ-AUTO,Automobile and Auto Components
2005-09-26,BAJAJHIND,Fast Moving Consumer Goods
2005-09-26,BALRAMCHIN,Fast Moving Consumer Goods
2005-09-26,BANKBARODA,Financial Services
2005-09-26,BANKINDIA,Financial Services
2005-09-26,BDL,Capital Goods
2005-09-26,BEL,Capital Goods
2005-09-26,BEML,Capital Goods
2005-09-26,BERGEPAINT,Consumer Durables
2005-09-26,BHARATFORG,Automobile and Auto Components
2005-09-26,BHARTIHEXA,Telecommunication
2005-09-26,BHEL,Capital Goods
2005-09-26,BHUSHAN,Metals & Mining
2005-09-26,BILT,Fast Moving Consumer Goods
2005-09-26,BIOCON,Healthcare
2005-09-26,BLUEDART,Services
2005-09-26,BOMBAYDYEING,Textiles
2005-09-26,BONGAIREFN,Oil Gas & Consumable Fuels
2005-09-26,BOSCHLTD,Automobile and Auto Components
2005-09-26,BPCL,Oil Gas & Consumable Fuels
2005-09-26,BRITANNIA,Fast Moving Consumer Goods
2005-09-26,BSE,Financial Services
2005-09-26,CANBK,Financial Services
2005-09-26,CENTURYTEX,Textiles
2005-09-26,CGPOWER,Capital Goods
2005-09-26,CHAMBLFERT,Chemicals
2005-09-26,CIPLA,Healthcare
2005-09-26,COCHINSHIP,Capital Goods
2005-09-26,COFORGE,Information Technology
2005-09-26,COLPAL,Fast Moving Consumer Goods
2005-09-26,CONCOR,Services
2005-09-26,CUMMINSIND,Capital Goods
2005-09-26,DABUR,Fast Moving Consumer Goods
2005-09-26,DCHL,Media
2005-09-26,DCMSHRIRAM,Chemicals
2005-09-26,DISHMAN,Chemicals
2005-09-26,DIVISLAB,Healthcare
2005-09-26,DIXON,Consumer Durables
2005-09-26,DRREDDY,Healthcare
2005-09-26,EICHERMOT,Automobile and Auto Components
2005-09-26,EIDPARRY,Fast Moving Consumer Goods
2005-09-26,ENRIN,Capital Goods
2005-09-26,ESSELPACK,Capital Goods
2005-09-26,ETERNAL,Consumer Services
2005-09-26,FACT,Chemicals
2005-09-26,FEL,Textiles
2005-09-26,FKOCL,Healthcare
2005-09-26,FLUOROCHEM,Chemicals
2005-09-26,FORTIS,Healthcare
2005-09-26,GATEWAY,Services
2005-09-26,GEPIL,Capital Goods
2005-09-26,GESHIP,Services
2005-09-26,GIPCL,Power
2005-09-26,GLAXO,Healthcare
2005-09-26,GMRAIRPORT,Services
2005-09-26,GNFC,Chemicals
2005-09-26,GODFRYPHLP,Fast Moving Consumer Goods
2005-09-26,GODREJCP,Fast Moving Consumer Goods
2005-09-26,GOKALDAS,Textiles
2005-09-26,GRASIM,Construction Materials
2005-09-26,GROWW,Financial Services
2005-09-26,GSFC,Chemicals
2005-09-26,GTL,Information Technology
2005-09-26,GUJALKALI,Chemicals
2005-09-26,GUJGASLTD,Oil Gas & Consumable Fuels
2005-09-26,GUJNRECOKE,Metals & Mining
2005-09-26,HAVELLS,Consumer Durables
2005-09-26,HCC,Construction
2005-09-26,HCLINSYS,Information Technology
2005-09-26,HCLTECH,Information Technology
2005-09-26,HDBFS,Financial Services
2005-09-26,HDFCBANK,Financial Services
2005-09-26,HEROMOTOCO,Automobile and Auto Components
2005-09-26,HEXT,Information Technology
2005-09-26,HIKAL,Chemicals
2005-09-26,HIMATSEIDE,Textiles
2005-09-26,HINDALCO,Metals & Mining
2005-09-26,HINDPETRO,Oil Gas & Consumable Fuels
2005-09-26,HINDUJAVEN,Diversified
2005-09-26,HINDUNILVR,Fast Moving Consumer Goods
2005-09-26,HINDUSTANUNILVR,Fast Moving Consumer Goods
2005-09-26,HMT,Capital Goods
2005-09-26,HOTELEELA,Consumer Services
2005-09-26,HUDCO,Financial Services
2005-09-26,HYUNDAI,Automobile and Auto Components
2005-09-26,IBP,Oil Gas & Consumable Fuels
2005-09-26,ICICIAMC,Financial Services
2005-09-26,ICICIBANK,Financial Services
2005-09-26,IDFCFIRSTB,Financial Services
2005-09-26,INDHOTEL,Consumer Services
2005-09-26,INDIACEM,Construction Materials
2005-09-26,INDORAMA,Textiles
2005-09-26,INDUSTOWER,Telecommunication
2005-09-26,INFY,Information Technology
2005-09-26,INGERSRAND,Capital Goods
2005-09-26,IOB,Financial Services
2005-09-26,IOC,Oil Gas & Consumable Fuels
2005-09-26,IPCALAB,Healthcare
2005-09-26,IREDA,Financial Services
2005-09-26,ITCHOTELS,Consumer Services
2005-09-26,IVRCL,Capital Goods
2005-09-26,J&KBANK,Financial Services
2005-09-26,JBCHEPHARM,Healthcare
2005-09-26,JETAIRWAYS,Services
2005-09-26,JINDALSTEL,Metals & Mining
2005-09-26,JPASSOCIAT,Construction
2005-09-26,JPPOWER,Power
2005-09-26,JSL,Metals & Mining
2005-09-26,KALYANKJIL,Consumer Durables
2005-09-26,KANSAINER,Consumer Durables
2005-09-26,KARURVYSYA,Financial Services
2005-09-26,KOTAKBANK,Financial Services
2005-09-26,KPRMILL,Textiles
2005-09-26,KTKBANK,Financial Services
2005-09-26,LAURUSLABS,Healthcare
2005-09-26,LAXMIMACH,Capital Goods
2005-09-26,LENSKART,Consumer Services
2005-09-26,LGEINDIA,Consumer Durables
2005-09-26,LICI,Financial Services
2005-09-26,LLOYDSME,Metals & Mining
2005-09-26,LODHA,Realty
2005-09-26,LUPIN,Healthcare
2005-09-26,M&M,Automobile and Auto Components
2005-09-26,MAHABANK,Financial Services
2005-09-26,MAHSEAMLES,Metals & Mining
2005-09-26,MANKIND,Healthcare
2005-09-26,MARICO,Fast Moving Consumer Goods
2005-09-26,MARUTI,Automobile and Auto Components
2005-09-26,MAXHEALTH,Healthcare
2005-09-26,MAZDOCK,Capital Goods
2005-09-26,MCX,Financial Services
2005-09-26,MEDANTA,Healthcare
2005-09-26,MFSL,Financial Services
2005-09-26,MICROINK,Chemicals
2005-09-26,MOSERBAER,Information Technology
2005-09-26,MOTHERSON,Automobile and Auto Components
2005-09-26,MPHASIS,Information Technology
2005-09-26,MRF,Automobile and Auto Components
2005-09-26,MTNL,Telecommunication
2005-09-26,NATIONALUM,Metals & Mining
2005-09-26,NESTLEIND,Fast Moving Consumer Goods
2005-09-26,NLCINDIA,Power
2005-09-26,NMDC,Metals & Mining
2005-09-26,NTPC,Power
2005-09-26,NTPCGREEN,Power
2005-09-26,NYKAA,Consumer Services
2005-09-26,OFSS,Information Technology
2005-09-26,ONGC,Oil Gas & Consumable Fuels
2005-09-26,PANACEABIO,Healthcare
2005-09-26,PATANJALI,Fast Moving Consumer Goods
2005-09-26,PETRONET,Oil Gas & Consumable Fuels
2005-09-26,PIDILITIND,Chemicals
2005-09-26,PNB,Financial Services
2005-09-26,POLARIS,Information Technology
2005-09-26,POLICYBZR,Financial Services
2005-09-26,POWERINDIA,Capital Goods
2005-09-26,PREMIERENE,Capital Goods
2005-09-26,PUNJTRACP,Capital Goods
2005-09-26,RAMCOCEM,Construction Materials
2005-09-26,RAYMOND,Textiles
2005-09-26,RCF,Chemicals
2005-09-26,RECLTD,Financial Services
2005-09-26,RELCAPITAL,Financial Services
2005-09-26,RELIANCE,Oil Gas & Consumable Fuels
2005-09-26,RVNL,Construction
2005-09-26,SAIL,Metals & Mining
2005-09-26,SHOPERSTOP,Consumer Services
2005-09-26,SHREECEM,Construction Materials
2005-09-26,SIEMENS,Capital Goods
2005-09-26,SOLARINDS,Chemicals
2005-09-26,SRF,Chemicals
2005-09-26,STAR,Healthcare
2005-09-26,STERLINBIO,Healthcare
2005-09-26,SUNDARMFIN,Financial Services
2005-09-26,SUNDRAMFAST,Automobile and Auto Components
2005-09-26,SUNDRMFAST,Automobile and Auto Components
2005-09-26,SUNPHARMA,Healthcare
2005-09-26,SWIGGY,Consumer Services
2005-09-26,TATACAP,Financial Services
2005-09-26,TATACOMM,Telecommunication
2005-09-26,TATACONSUM,Fast Moving Consumer Goods
2005-09-26,TATAINVEST,Financial Services
2005-09-26,TATAPOWER,Power
2005-09-26,TATASTEEL,Metals & Mining
2005-09-26,TCS,Information Technology
2005-09-26,THERMAX,Capital Goods
2005-09-26,TIINDIA,Automobile and Auto Components
2005-09-26,TITAN,Consumer Durables
2005-09-26,TMPV,Automobile and Auto Components
2005-09-26,TORNTPHARM,Healthcare
2005-09-26,TORNTPOWER,Power
2005-09-26,TRENT,Consumer Services
2005-09-26,TTML,Telecommunication
2005-09-26,TVSMOTOR,Automobile and Auto Components
2005-09-26,UCOBANK,Financial Services
2005-09-26,ULTRACEMCO,Construction Materials
2005-09-26,UNIONBANK,Financial Services
2005-09-26,UNITDSPR,Fast Moving Consumer Goods
2005-09-26,VEDL,Metals & Mining
2005-09-26,VMM,Consumer Services
2005-09-26,VOLTAS,Consumer Durables
2005-09-26,VTL,Textiles
2005-09-26,WAAREEENER,Capital Goods
2005-09-26,WIPRO,Information Technology
2005-09-26,WOCKHARDT,Healthcare
2005-09-26,ZEEL,Media
2005-09-26,ZYDUSLIFE,Healthcare
2006-03-02,360ONE,Financial Services
2006-03-02,3MINDIA,Diversified
2006-03-02,63MOONS,Information Technology
2006-03-02,ABAN,Oil Gas & Consumable Fuels
2006-03-02,ABCAPITAL,Financial Services
2006-03-02,ACC,Construction Materials
2006-03-02,ADANIENT,Metals & Mining
2006-03-02,AIIL,Financial Services
2006-03-02,AKZOINDIA,Chemicals
2006-03-02,ALFALAVAL,Capital Goods
2006-03-02,ALOKINDS,Textiles
2006-03-02,AMBUJACEM,Construction Materials
2006-03-02,AMTEKAUTO,Automobile and Auto Components
2006-03-02,ANTHEM,Healthcare
2006-03-02,APLAPOLLO,Capital Goods
2006-03-02,APOLLOHOSP,Healthcare
2006-03-02,APOLLOTYRE,Automobile and Auto Components
2006-03-02,ARVIND,Textiles
2006-03-02,ASAHIINDIA,Consumer Durables
2006-03-02,ASHOKLEY,Capital Goods
2006-03-02,ASIANHOTNR,Consumer Services
2006-03-02,ASIANPAINT,Consumer Durables
2006-03-02,ASTRAZEN,Healthcare
2006-03-02,AUROPHARMA,Healthcare
2006-03-02,AWL,Fast Moving Consumer Goods
2006-03-02,AXISBANK,Financial Services
2006-03-02,BAJAJ-AUTO,Automobile and Auto Components
2006-03-02,BAJAJHIND,Fast Moving Consumer Goods
2006-03-02,BALRAMCHIN,Fast Moving Consumer Goods
2006-03-02,BANKBARODA,Financial Services
2006-03-02,BANKINDIA,Financial Services
2006-03-02,BDL,Capital Goods
2006-03-02,BEL,Capital Goods
2006-03-02,BEML,Capital Goods
2006-03-02,BERGEPAINT,Consumer Durables
2006-03-02,BHARATFORG,Automobile and Auto Components
2006-03-02,BHARTIHEXA,Telecommunication
2006-03-02,BHEL,Capital Goods
2006-03-02,BILT,Fast Moving Consumer Goods
2006-03-02,BIOCON,Healthcare
2006-03-02,BLUEDART,Services
2006-03-02,BOMBAYDYEING,Textiles
2006-03-02,BONGAIREFN,Oil Gas & Consumable Fuels
2006-03-02,BOSCHLTD,Automobile and Auto Components
2006-03-02,BPCL,Oil Gas & Consumable Fuels
2006-03-02,BRITANNIA,Fast Moving Consumer Goods
2006-03-02,BSE,Financial Services
2006-03-02,CANBK,Financial Services
2006-03-02,CARBORUNIV,Capital Goods
2006-03-02,CENTURYTEX,Textiles
2006-03-02,CGPOWER,Capital Goods
2006-03-02,CHAMBLFERT,Chemicals
2006-03-02,CIPLA,Healthcare
2006-03-02,COCHINSHIP,Capital Goods
2006-03-02,COFORGE,Information Technology
2006-03-02,COLPAL,Fast Moving Consumer Goods
2006-03-02,CONCOR,Services
2006-03-02,CUMMINSIND,Capital Goods
2006-03-02,DABUR,Fast Moving Consumer Goods
2006-03-02,DCHL,Media
2006-03-02,DCMSHRIRAM,Chemicals
2006-03-02,DISHMAN,Chemicals
2006-03-02,DIVISLAB,Healthcare
2006-03-02,DIXON,Consumer Durables
2006-03-02,DRREDDY,Healthcare
2006-03-02,EIDPARRY,Fast Moving Consumer Goods
2006-03-02,ENRIN,Capital Goods
2006-03-02,ESSELPACK,Capital Goods
2006-03-02,ETERNAL,Consumer Services
2006-03-02,EXIDEIND,Automobile and Auto Components
2006-03-02,FACT,Chemicals
2006-03-02,FEL,Textiles
2006-03-02,FLUOROCHEM,Chemicals
2006-03-02,FORTIS,Healthcare
2006-03-02,GATEWAY,Services
2006-03-02,GEODESIC,Information Technology
2006-03-02,GEPIL,Capital Goods
2006-03-02,GESHIP,Services
2006-03-02,GIPCL,Power
2006-03-02,GLAXO,Healthcare
2006-03-02,GMRAIRPORT,Services
2006-03-02,GNFC,Chemicals
2006-03-02,GODFRYPHLP,Fast Moving Consumer Goods
2006-03-02,GODREJCP,Fast Moving Consumer Goods
2006-03-02,GODREJIND,Diversified
2006-03-02,GOKALDAS,Textiles
2006-03-02,GRASIM,Construction Materials
2006-03-02,GROWW,Financial Services
2006-03-02,GSFC,Chemicals
2006-03-02,GUJALKALI,Chemicals
2006-03-02,GUJGASLTD,Oil Gas & Consumable Fuels
2006-03-02,GUJNRECOKE,Metals & Mining
2006-03-02,HCC,Construction
2006-03-02,HCLINSYS,Information Technology
2006-03-02,HCLTECH,Information Technology
2006-03-02,HDBFS,Financial Services
2006-03-02,HDFCBANK,Financial Services
2006-03-02,HEROMOTOCO,Automobile and Auto Components
2006-03-02,HEXT,Information Technology
2006-03-02,HIMATSEIDE,Textiles
2006-03-02,HINDALCO,Metals & Mining
2006-03-02,HINDPETRO,Oil Gas & Consumable Fuels
2006-03-02,HINDUJAVEN,Diversified
2006-03-02,HINDUNILVR,Fast Moving Consumer Goods
2006-03-02,HINDUSTANUNILVR,Fast Moving Consumer Goods
2006-03-02,HMT,Capital Goods
2006-03-02,HOTELEELA,Consumer Services
2006-03-02,HTMEDIA,Media
2006-03-02,HUDCO,Financial Services
2006-03-02,HYUNDAI,Automobile and Auto Components
2006-03-02,IBP,Oil Gas & Consumable Fuels
2006-03-02,ICICIAMC,Financial Services
2006-03-02,ICICIBANK,Financial Services
2006-03-02,IDFCFIRSTB,Financial Services
2006-03-02,INDHOTEL,Consumer Services
2006-03-02,INDIACEM,Construction Materials
2006-03-02,INDORAMA,Textiles
2006-03-02,INDUSTOWER,Telecommunication
2006-03-02,INFY,Information Technology
2006-03-02,INGERSRAND,Capital Goods
2006-03-02,IOB,Financial Services
2006-03-02,IOC,Oil Gas & Consumable Fuels
2006-03-02,IPCALAB,Healthcare
2006-03-02,IREDA,Financial Services
2006-03-02,ITCHOTELS,Consumer Services
2006-03-02,IVRCL,Capital Goods
2006-03-02,J&KBANK,Financial Services
2006-03-02,JETAIRWAYS,Services
2006-03-02,JINDALSTEL,Metals & Mining
2006-03-02,JPASSOCIAT,Construction
2006-03-02,JPPOWER,Power
2006-03-02,JSL,Metals & Mining
2006-03-02,JSWSTEEL,Metals & Mining
2006-03-02,KALYANKJIL,Consumer Durables
2006-03-02,KANSAINER,Consumer Durables
2006-03-02,KOTAKBANK,Financial Services
2006-03-02,KPRMILL,Textiles
2006-03-02,KTKBANK,Financial Services
2006-03-02,LAURUSLABS,Healthcare
2006-03-02,LAXMIMACH,Capital Goods
2006-03-02,LENSKART,Consumer Services
2006-03-02,LGEINDIA,Consumer Durables
2006-03-02,LICI,Financial Services
2006-03-02,LLOYDSME,Metals & Mining
2006-03-02,LODHA,Realty
2006-03-02,LUPIN,Healthcare
2006-03-02,M&M,Automobile and Auto Components
2006-03-02,MAHABANK,Financial Services
2006-03-02,MAHSEAMLES,Metals & Mining
2006-03-02,MANKIND,Healthcare
2006-03-02,MARICO,Fast Moving Consumer Goods
2006-03-02,MARUTI,Automobile and Auto Components
2006-03-02,MAXHEALTH,Healthcare
2006-03-02,MAZDOCK,Capital Goods
2006-03-02,MCX,Financial Services
2006-03-02,MEDANTA,Healthcare
2006-03-02,MFSL,Financial Services
2006-03-02,MICROINK,Chemicals
2006-03-02,MOSERBAER,Information Technology
2006-03-02,MOTHERSON,Automobile and Auto Components
2006-03-02,MPHASIS,Information Technology
2006-03-02,MRF,Automobile and Auto Components
2006-03-02,MTNL,Telecommunication
2006-03-02,NATIONALUM,Metals & Mining
2006-03-02,NESTLEIND,Fast Moving Consumer Goods
2006-03-02,NMDC,Metals & Mining
2006-03-02,NTPC,Power
2006-03-02,NTPCGREEN,Power
2006-03-02,NYKAA,Consumer Services
2006-03-02,OFSS,Information Technology
2006-03-02,ONGC,Oil Gas & Consumable Fuels
2006-03-02,PANACEABIO,Healthcare
2006-03-02,PATANJALI,Fast Moving Consumer Goods
2006-03-02,PETRONET,Oil Gas & Consumable Fuels
2006-03-02,PIDILITIND,Chemicals
2006-03-02,PIIND,Chemicals
2006-03-02,PNB,Financial Services
2006-03-02,POLARIS,Information Technology
2006-03-02,POLICYBZR,Financial Services
2006-03-02,POWERINDIA,Capital Goods
2006-03-02,PREMIERENE,Capital Goods
2006-03-02,PUNJTRACP,Capital Goods
2006-03-02,RADICO,Fast Moving Consumer Goods
2006-03-02,RAMCOCEM,Construction Materials
2006-03-02,RAYMOND,Textiles
2006-03-02,RCF,Chemicals
2006-03-02,RELCAPITAL,Financial Services
2006-03-02,RELIANCE,Oil Gas & Consumable Fuels
2006-03-02,RENUKA,Fast Moving Consumer Goods
2006-03-02,RVNL,Construction
2006-03-02,SAIL,Metals & Mining
2006-03-02,SHOPERSTOP,Consumer Services
2006-03-02,SHREECEM,Construction Materials
2006-03-02,SIEMENS,Capital Goods
2006-03-02,SOLARINDS,Chemicals
2006-03-02,SRF,Chemicals
2006-03-02,STERLINBIO,Healthcare
2006-03-02,SUNDARMFIN,Financial Services
2006-03-02,SUNDRAMFAST,Automobile and Auto Components
2006-03-02,SUNDRMFAST,Automobile and Auto Components
2006-03-02,SUNPHARMA,Healthcare
2006-03-02,SUZLON,Capital Goods
2006-03-02,SWIGGY,Consumer Services
2006-03-02,TATACAP,Financial Services
2006-03-02,TATACOMM,Telecommunication
2006-03-02,TATACONSUM,Fast Moving Consumer Goods
2006-03-02,TATAINVEST,Financial Services
2006-03-02,TATAPOWER,Power
2006-03-02,TATASTEEL,Metals & Mining
2006-03-02,TCS,Information Technology
2006-03-02,THERMAX,Capital Goods
2006-03-02,TIINDIA,Automobile and Auto Components
2006-03-02,TITAN,Consumer Durables
2006-03-02,TMPV,Automobile and Auto Components
2006-03-02,TORNTPHARM,Healthcare
2006-03-02,TORNTPOWER,Power
2006-03-02,TRENT,Consumer Services
2006-03-02,TTML,Telecommunication
2006-03-02,TVSMOTOR,Automobile and Auto Components
2006-03-02,UCOBANK,Financial Services
2006-03-02,ULTRACEMCO,Construction Materials
2006-03-02,UNIONBANK,Financial Services
2006-03-02,UNITDSPR,Fast Moving Consumer Goods
2006-03-02,VEDL,Metals & Mining
2006-03-02,VMM,Consumer Services
2006-03-02,VOLTAS,Consumer Durables
2006-03-02,VTL,Textiles
2006-03-02,WAAREEENER,Capital Goods
2006-03-02,WIPRO,Information Technology
2006-03-02,WOCKHARDT,Healthcare
2006-03-02,YESBANK,Financial Services
2006-03-02,ZEEL,Media
2006-03-02,ZYDUSLIFE,Healthcare
2006-06-27,360ONE,Financial Services
2006-06-27,3MINDIA,Diversified
2006-06-27,63MOONS,Information Technology
2006-06-27,ABAN,Oil Gas & Consumable Fuels
2006-06-27,ABCAPITAL,Financial Services
2006-06-27,ACC,Construction Materials
2006-06-27,ADANIENT,Metals & Mining
2006-06-27,AIIL,Financial Services
2006-06-27,AKZOINDIA,Chemicals
2006-06-27,ALFALAVAL,Capital Goods
2006-06-27,ALOKINDS,Textiles
2006-06-27,AMBUJACEM,Construction Materials
2006-06-27,AMTEKAUTO,Automobile and Auto Components
2006-06-27,ANTHEM,Healthcare
2006-06-27,APLAPOLLO,Capital Goods
2006-06-27,APOLLOHOSP,Healthcare
2006-06-27,APOLLOTYRE,Automobile and Auto Components
2006-06-27,ARVIND,Textiles
2006-06-27,ASAHIINDIA,Consumer Durables
2006-06-27,ASHOKLEY,Capital Goods
2006-06-27,ASIANHOTNR,Consumer Services
2006-06-27,ASIANPAINT,Consumer Durables
2006-06-27,ASTRAZEN,Healthcare
2006-06-27,AUROPHARMA,Healthcare
2006-06-27,AWL,Fast Moving Consumer Goods
2006-06-27,AXISBANK,Financial Services
2006-06-27,BAJAJ-AUTO,Automobile and Auto Components
2006-06-27,BAJAJHIND,Fast Moving Consumer Goods
2006-06-27,BALRAMCHIN,Fast Moving Consumer Goods
2006-06-27,BANKBARODA,Financial Services
2006-06-27,BANKINDIA,Financial Services
2006-06-27,BDL,Capital Goods
2006-06-27,BEL,Capital Goods
2006-06-27,BEML,Capital Goods
2006-06-27,BERGEPAINT,Consumer Durables
2006-06-27,BHARATFORG,Automobile and Auto Components
2006-06-27,BHARTIHEXA,Telecommunication
2006-06-27,BHEL,Capital Goods
2006-06-27,BILT,Fast Moving Consumer Goods
2006-06-27,BIOCON,Healthcare
2006-06-27,BLUEDART,Services
2006-06-27,BOMBAYDYEING,Textiles
2006-06-27,BONGAIREFN,Oil Gas & Consumable Fuels
2006-06-27,BOSCHLTD,Automobile and Auto Components
2006-06-27,BPCL,Oil Gas & Consumable Fuels
2006-06-27,BRITANNIA,Fast Moving Consumer Goods
2006-06-27,BSE,Financial Services
2006-06-27,CANBK,Financial Services
2006-06-27,CARBORUNIV,Capital Goods
2006-06-27,CENTURYTEX,Textiles
2006-06-27,CGPOWER,Capital Goods
2006-06-27,CHAMBLFERT,Chemicals
2006-06-27,CIPLA,Healthcare
2006-06-27,COCHINSHIP,Capital Goods
2006-06-27,COFORGE,Information Technology
2006-06-27,COLPAL,Fast Moving Consumer Goods
2006-06-27,CUMMINSIND,Capital Goods
2006-06-27,DABUR,Fast Moving Consumer Goods
2006-06-27,DCHL,Media
2006-06-27,DCMSHRIRAM,Chemicals
2006-06-27,DISHMAN,Chemicals
2006-06-27,DIVISLAB,Healthcare
2006-06-27,DIXON,Consumer Durables
2006-06-27,DRREDDY,Healthcare
2006-06-27,EIDPARRY,Fast Moving Consumer Goods
2006-06-27,ENRIN,Capital Goods
2006-06-27,ESSELPACK,Capital Goods
2006-06-27,ETERNAL,Consumer Services
2006-06-27,EXIDEIND,Automobile and Auto Components
2006-06-27,FACT,Chemicals
2006-06-27,FEL,Textiles
2006-06-27,FLUOROCHEM,Chemicals
2006-06-27,FORTIS,Healthcare
2006-06-27,GATEWAY,Services
2006-06-27,GEODESIC,Information Technology
2006-06-27,GEPIL,Capital Goods
2006-06-27,GESHIP,Services
2006-06-27,GIPCL,Power
2006-06-27,GLAXO,Healthcare
2006-06-27,GMRAIRPORT,Services
2006-06-27,GNFC,Chemicals
2006-06-27,GODFRYPHLP,Fast Moving Consumer Goods
2006-06-27,GODREJCP,Fast Moving Consumer Goods
2006-06-27,GODREJIND,Diversified
2006-06-27,GOKALDAS,Textiles
2006-06-27,GRASIM,Construction Materials
2006-06-27,GROWW,Financial Services
2006-06-27,GSFC,Chemicals
2006-06-27,GUJALKALI,Chemicals
2006-06-27,GUJGASLTD,Oil Gas & Consumable Fuels
2006-06-27,GUJNRECOKE,Metals & Mining
2006-06-27,HCC,Construction
2006-06-27,HCLINSYS,Information Technology
2006-06-27,HCLTECH,Information Technology
2006-06-27,HDBFS,Financial Services
2006-06-27,HDFCBANK,Financial Services
2006-06-27,HEROMOTOCO,Automobile and Auto Components
2006-06-27,HEXT,Information Technology
2006-06-27,HIMATSEIDE,Textiles
2006-06-27,HINDALCO,Metals & Mining
2006-06-27,HINDPETRO,Oil Gas & Consumable Fuels
2006-06-27,HINDUJAVEN,Diversified
2006-06-27,HINDUNILVR,Fast Moving Consumer Goods
2006-06-27,HINDUSTANUNILVR,Fast Moving Consumer Goods
2006-06-27,HMT,Capital Goods
2006-06-27,HOTELEELA,Consumer Services
2006-06-27,HTMEDIA,Media
2006-06-27,HUDCO,Financial Services
2006-06-27,HYUNDAI,Automobile and Auto Components
2006-06-27,IBP,Oil Gas & Consumable Fuels
2006-06-27,ICICIAMC,Financial Services
2006-06-27,ICICIBANK,Financial Services
2006-06-27,IDFCFIRSTB,Financial Services
2006-06-27,INDHOTEL,Consumer Services
2006-06-27,INDIACEM,Construction Materials
2006-06-27,INDORAMA,Textiles
2006-06-27,INDUSTOWER,Telecommunication
2006-06-27,INFY,Information Technology
2006-06-27,INGERSRAND,Capital Goods
2006-06-27,IOB,Financial Services
2006-06-27,IOC,Oil Gas & Consumable Fuels
2006-06-27,IPCALAB,Healthcare
2006-06-27,IREDA,Financial Services
2006-06-27,ITCHOTELS,Consumer Services
2006-06-27,IVRCL,Capital Goods
2006-06-27,J&KBANK,Financial Services
2006-06-27,JETAIRWAYS,Services
2006-06-27,JINDALSTEL,Metals & Mining
2006-06-27,JPASSOCIAT,Construction
2006-06-27,JPPOWER,Power
2006-06-27,JSL,Metals & Mining
2006-06-27,JSWSTEEL,Metals & Mining
2006-06-27,KALYANKJIL,Consumer Durables
2006-06-27,KANSAINER,Consumer Durables
2006-06-27,KOTAKBANK,Financial Services
2006-06-27,KPRMILL,Textiles
2006-06-27,KTKBANK,Financial Services
2006-06-27,LAURUSLABS,Healthcare
2006-06-27,LAXMIMACH,Capital Goods
2006-06-27,LENSKART,Consumer Services
2006-06-27,LGEINDIA,Consumer Durables
2006-06-27,LICI,Financial Services
2006-06-27,LLOYDSME,Metals & Mining
2006-06-27,LODHA,Realty
2006-06-27,LUPIN,Healthcare
2006-06-27,M&M,Automobile and Auto Components
2006-06-27,MAHABANK,Financial Services
2006-06-27,MAHSEAMLES,Metals & Mining
2006-06-27,MANKIND,Healthcare
2006-06-27,MARICO,Fast Moving Consumer Goods
2006-06-27,MARUTI,Automobile and Auto Components
2006-06-27,MAXHEALTH,Healthcare
2006-06-27,MAZDOCK,Capital Goods
2006-06-27,MCX,Financial Services
2006-06-27,MEDANTA,Healthcare
2006-06-27,MFSL,Financial Services
2006-06-27,MICROINK,Chemicals
2006-06-27,MOSERBAER,Information Technology
2006-06-27,MOTHERSON,Automobile and Auto Components
2006-06-27,MPHASIS,Information Technology
2006-06-27,MRF,Automobile and Auto Components
2006-06-27,MTNL,Telecommunication
2006-06-27,NATIONALUM,Metals & Mining
2006-06-27,NESTLEIND,Fast Moving Consumer Goods
2006-06-27,NMDC,Metals & Mining
2006-06-27,NTPC,Power
2006-06-27,NTPCGREEN,Power
2006-06-27,NYKAA,Consumer Services
2006-06-27,OFSS,Information Technology
2006-06-27,ONGC,Oil Gas & Consumable Fuels
2006-06-27,PANACEABIO,Healthcare
2006-06-27,PATANJALI,Fast Moving Consumer Goods
2006-06-27,PETRONET,Oil Gas & Consumable Fuels
2006-06-27,PIDILITIND,Chemicals
2006-06-27,PIIND,Chemicals
2006-06-27,PNB,Financial Services
2006-06-27,POLARIS,Information Technology
